"","Address","Zip","List.Price","Close.Price","BRs","Bas","Half.BA","CloseDate","Date","year","month","MY","StrAddress"
"379","1010 MASSACHUSETTS AVE NW #PH-103",20001,1895000,1875000,"2","3","1","5/21/14",2014-05-21,2014,5,"2014 5","1010 MASSACHUSETTS AVE NW"
"380","1010 MASSACHUSETTS AVE NW #PH-109",20001,540000,540000,"1","1","1","6/29/11",2011-06-29,2011,6,"2011 6","1010 MASSACHUSETTS AVE NW"
"381","1010 MASSACHUSETTS AVE NW #PH-110",20001,765000,7e+05,"2","2","0","9/29/11",2011-09-29,2011,9,"2011 9","1010 MASSACHUSETTS AVE NW"
"382","1010 MASSACHUSETTS AVE NW #PH-113",20001,625000,620000,"2","1","1","6/3/13",2013-06-03,2013,6,"2013 6","1010 MASSACHUSETTS AVE NW"
"383","1010 MASSACHUSETTS AVE NW #PH-209",20001,525000,525000,"1","1","0","4/30/12",2012-04-30,2012,4,"2012 4","1010 MASSACHUSETTS AVE NW"
"384","1010 MASSACHUSETTS AVE NW #PH109",20001,625000,625000,"2","1","0","4/15/15",2015-04-15,2015,4,"2015 4","1010 MASSACHUSETTS AVE NW"
"385","1010 NORTH CAROLINA AVE SE",20003,849000,883500,"3","1","1","9/21/15",2015-09-21,2015,9,"2015 9","1010 NORTH CAROLINA AVE SE"
"386","1010 PAPER MILL CT NW #1010",20007,639000,640000,"2","1","1","5/6/14",2014-05-06,2014,5,"2014 5","1010 PAPER MILL CT NW"
"387","1010 S ST NW",20001,899000,890000,"4","1","1","9/21/12",2012-09-21,2012,9,"2012 9","1010 S ST NW"
"388","1010 W ST NW",20001,539900,550000,"2","1","1","7/8/11",2011-07-08,2011,7,"2011 7","1010 W ST NW"
"389","1011 E ST NE",20002,580000,560000,"4","2","1","10/31/11",2011-10-31,2011,10,"2011 10","1011 E ST NE"
"390","1011 EAST CAPITOL ST SE",20003,749500,710000,"2","1","0","7/23/14",2014-07-23,2014,7,"2014 7","1011 EAST CAPITOL ST SE"
"391","1011 FAIRMONT ST NW",20001,549900,6e+05,"3","2","1","10/8/12",2012-10-08,2012,10,"2012 10","1011 FAIRMONT ST NW"
"392","1011 HAMLIN ST NE",20017,425000,435000,"3","1","1","4/11/13",2013-04-11,2013,4,"2013 4","1011 HAMLIN ST NE"
"393","1011 IRVING ST NW",20010,6e+05,575000,"5","2","0","7/1/13",2013-07-01,2013,7,"2013 7","1011 IRVING ST NW"
"394","1011 MARYLAND AVE NE",20002,650000,615000,"3","2","1","10/31/14",2014-10-31,2014,10,"2014 10","1011 MARYLAND AVE NE"
"395","1011 OTIS PL NW",20010,541299,541299,"4","2","0","2/4/14",2014-02-04,2014,2,"2014 2","1011 OTIS PL NW"
"396","1011 T ST NW #A",20001,994000,875000,"3","3","0","6/20/12",2012-06-20,2012,6,"2012 6","1011 T ST NW"
"397","1011 T ST NW #B",20001,1199900,1200000,"2","2","1","4/30/15",2015-04-30,2015,4,"2015 4","1011 T ST NW"
"398","1011 T ST NW #B",20001,1149900,949000,"2","2","1","9/20/12",2012-09-20,2012,9,"2012 9","1011 T ST NW"
"399","1011 V ST NW",20001,469900,469900,"2","1","0","5/4/12",2012-05-04,2012,5,"2012 5","1011 V ST NW"
"400","10111/2 LAMONT ST NW",20010,350000,385000,"2","1","0","6/26/15",2015-06-26,2015,6,"2015 6","10111/2 LAMONT ST NW"
"401","1012 51ST ST NE",20019,240000,230000,"3","2","1","4/1/14",2014-04-01,2014,4,"2014 4","1012 51ST ST NE"
"402","1012 7TH ST SE",20003,599900,589000,"2","2","1","5/31/13",2013-05-31,2013,5,"2013 5","1012 7TH ST SE"
"403","1012 8TH ST NE",20002,599990,656000,"4","1","0","5/24/13",2013-05-24,2013,5,"2013 5","1012 8TH ST NE"
"404","1012 F ST NE",20002,679000,655000,"3","2","0","5/2/11",2011-05-02,2011,5,"2011 5","1012 F ST NE"
"405","1012 GALLOWAY ST NE",20011,265000,266000,"3","1","1","2/28/13",2013-02-28,2013,2,"2013 2","1012 GALLOWAY ST NE"
"406","1012 SIGSBEE PL NE",20017,329000,290000,"3","1","0","8/12/11",2011-08-12,2011,8,"2011 8","1012 SIGSBEE PL NE"
"407","1013 15TH ST SE",20003,499899,480000,"3","2","0","7/21/11",2011-07-21,2011,7,"2011 7","1013 15TH ST SE"
"408","1013 15TH ST SE",20003,629000,615000,"4","2","0","9/24/14",2014-09-24,2014,9,"2014 9","1013 15TH ST SE"
"409","1013 4TH ST NE",20002,849950,787000,"4","3","1","12/31/13",2013-12-31,2013,12,"2013 12","1013 4TH ST NE"
"410","1013 C ST SE",20003,659000,785000,"3","1","1","9/26/14",2014-09-26,2014,9,"2014 9","1013 C ST SE"
"411","1013 CONSTITUTION AVE NE",20002,638000,638000,"2","1","1","4/17/14",2014-04-17,2014,4,"2014 4","1013 CONSTITUTION AVE NE"
"412","1013 DECATUR ST NE",20017,312000,312000,"3","1","0","7/26/13",2013-07-26,2013,7,"2013 7","1013 DECATUR ST NE"
"413","1013 DECATUR ST NE",20017,525000,518500,"4","3","0","3/13/14",2014-03-13,2014,3,"2014 3","1013 DECATUR ST NE"
"414","1013 O ST NW",20001,1150000,1430003,"4","4","1","5/26/15",2015-05-26,2015,5,"2015 5","1013 O ST NW"
"415","1013 PAPER MILL CT NW #1013",20007,569900,560000,"2","1","1","3/2/12",2012-03-02,2012,3,"2012 3","1013 PAPER MILL CT NW"
"416","1013 PAPER MILL CT NW #1013",20007,670000,672500,"2","1","1","5/12/15",2015-05-12,2015,5,"2015 5","1013 PAPER MILL CT NW"
"417","1013 T ST NW #A",20001,879900,840000,"3","3","0","8/22/12",2012-08-22,2012,8,"2012 8","1013 T ST NW"
"418","1013 V ST NW",20001,449000,386000,"3","1","0","8/17/11",2011-08-17,2011,8,"2011 8","1013 V ST NW"
"419","1013 V ST NW #1",20001,399900,375000,"1","1","0","8/18/14",2014-08-18,2014,8,"2014 8","1013 V ST NW"
"420","1013 V ST NW #3",20001,799000,750000,"2","2","1","5/19/15",2015-05-19,2015,5,"2015 5","1013 V ST NW"
"421","1014 11TH ST NE",20002,685000,662000,"3","1","0","4/29/15",2015-04-29,2015,4,"2015 4","1014 11TH ST NE"
"422","1014 BRYANT ST NE",20018,649900,645000,"6","3","0","8/21/14",2014-08-21,2014,8,"2014 8","1014 BRYANT ST NE"
"423","1014 BRYANT ST NE",20018,295000,320000,"4","1","0","10/8/13",2013-10-08,2013,10,"2013 10","1014 BRYANT ST NE"
"424","1014 CONSTITUTION AVE NE",20002,1049000,1099000,"3","2","1","7/10/15",2015-07-10,2015,7,"2015 7","1014 CONSTITUTION AVE NE"
"425","1014 D ST NE",20002,650000,725000,"6","2","0","7/14/11",2011-07-14,2011,7,"2011 7","1014 D ST NE"
"426","1014 D ST SE",20003,692000,692000,"3","1","1","6/30/11",2011-06-30,2011,6,"2011 6","1014 D ST SE"
"427","1014 FLORIDA AVE NE #2",20002,190000,190000,"2","1","0","5/21/12",2012-05-21,2012,5,"2012 5","1014 FLORIDA AVE NE"
"428","1014 I ST NE",20002,575000,567200,"3","1","0","9/5/13",2013-09-05,2013,9,"2013 9","1014 I ST NE"
"429","1014 NORTH CAROLINA AVE SE",20003,749000,847500,"2","3","0","7/14/15",2015-07-14,2015,7,"2015 7","1014 NORTH CAROLINA AVE SE"
"430","1014 PAPER MILL CT NW #1014",20007,665000,665000,"2","1","1","8/7/15",2015-08-07,2015,8,"2015 8","1014 PAPER MILL CT NW"
"431","1014 PAPER MILL CT NW #1014",20007,563000,545000,"2","1","1","2/24/12",2012-02-24,2012,2,"2012 2","1014 PAPER MILL CT NW"
"432","1014 PERRY ST NE",20017,599900,599000,"6","4","0","6/28/13",2013-06-28,2013,6,"2013 6","1014 PERRY ST NE"
"433","1015 33RD ST NW #402",20007,625000,610000,"2","2","0","11/20/12",2012-11-20,2012,11,"2012 11","1015 33RD ST NW"
"434","1015 33RD ST NW #407",20007,495000,495000,"1","1","1","7/10/15",2015-07-10,2015,7,"2015 7","1015 33RD ST NW"
"435","1015 33RD ST NW #409",20007,515000,495000,"1","1","1","1/16/15",2015-01-16,2015,1,"2015 1","1015 33RD ST NW"
"436","1015 33RD ST NW #501",20007,599000,595000,"2","1","1","6/21/12",2012-06-21,2012,6,"2012 6","1015 33RD ST NW"
"437","1015 33RD ST NW #502",20007,775000,813000,"2","2","0","6/5/15",2015-06-05,2015,6,"2015 6","1015 33RD ST NW"
"438","1015 33RD ST NW #504",20007,1250000,960000,"2","2","1","7/31/13",2013-07-31,2013,7,"2013 7","1015 33RD ST NW"
"439","1015 33RD ST NW #505",20007,649000,650000,"2","2","1","4/3/12",2012-04-03,2012,4,"2012 4","1015 33RD ST NW"
"440","1015 33RD ST NW #601",20007,675000,650000,"2","1","1","1/16/15",2015-01-16,2015,1,"2015 1","1015 33RD ST NW"
"441","1015 33RD ST NW #603",20007,9e+05,890000,"2","2","1","11/6/14",2014-11-06,2014,11,"2014 11","1015 33RD ST NW"
"442","1015 33RD ST NW #606",20007,9e+05,838000,"2","2","1","8/4/14",2014-08-04,2014,8,"2014 8","1015 33RD ST NW"
"443","1015 33RD ST NW #608",20007,869000,825000,"2","2","1","10/21/11",2011-10-21,2011,10,"2011 10","1015 33RD ST NW"
"444","1015 33RD ST NW #610",20007,975000,965000,"2","2","0","12/17/13",2013-12-17,2013,12,"2013 12","1015 33RD ST NW"
"445","1015 33RD ST NW #703",20007,669000,645000,"2","2","0","6/30/11",2011-06-30,2011,6,"2011 6","1015 33RD ST NW"
"446","1015 33RD ST NW #705",20007,650000,635000,"2","2","1","11/30/12",2012-11-30,2012,11,"2012 11","1015 33RD ST NW"
"447","1015 33RD ST NW #802",20007,795000,8e+05,"2","1","1","3/19/15",2015-03-19,2015,3,"2015 3","1015 33RD ST NW"
"448","1015 33RD ST NW #803",20007,1025000,1e+06,"2","2","1","2/14/14",2014-02-14,2014,2,"2014 2","1015 33RD ST NW"
"449","1015 33RD ST NW #804",20007,955438,955438,"2","2","1","7/18/12",2012-07-18,2012,7,"2012 7","1015 33RD ST NW"
"450","1015 33RD ST NW #809",20007,1e+06,977500,"2","2","1","10/8/13",2013-10-08,2013,10,"2013 10","1015 33RD ST NW"
"451","1015 IRVING ST NW",20010,599000,640000,"3","1","1","4/29/13",2013-04-29,2013,4,"2013 4","1015 IRVING ST NW"
"452","1015 KENYON ST NW",20010,482500,484000,"2","2","1","7/14/11",2011-07-14,2011,7,"2011 7","1015 KENYON ST NW"
"453","1015 P ST NW",20001,1195000,1210000,"6","4","0","9/6/12",2012-09-06,2012,9,"2012 9","1015 P ST NW"
"454","1015 WEBSTER ST NW",20011,485000,501750,"3","1","1","4/25/13",2013-04-25,2013,4,"2013 4","1015 WEBSTER ST NW"
"455","1016 11TH ST NE",20002,765000,787000,"4","3","1","3/11/15",2015-03-11,2015,3,"2015 3","1016 11TH ST NE"
"456","1016 48TH ST NE",20019,92500,92500,"2","1","0","12/24/13",2013-12-24,2013,12,"2013 12","1016 48TH ST NE"
"457","1016 48TH ST NE",20019,274900,285000,"3","2","1","9/18/14",2014-09-18,2014,9,"2014 9","1016 48TH ST NE"
"458","1016 C ST SE",20003,1140000,1140000,"4","3","1","9/1/14",2014-09-01,2014,9,"2014 9","1016 C ST SE"
"459","1016 CONSTITUTION AVE NE",20002,839900,840000,"4","3","0","6/6/11",2011-06-06,2011,6,"2011 6","1016 CONSTITUTION AVE NE"
"460","1016 HAMILTON ST NE",20011,312000,312000,"3","1","1","3/28/14",2014-03-28,2014,3,"2014 3","1016 HAMILTON ST NE"
"461","1016 MASSACHUSETTS AVE NE",20002,1295000,1250000,"4","3","1","12/2/11",2011-12-02,2011,12,"2011 12","1016 MASSACHUSETTS AVE NE"
"462","1016 PARK RD NW",20010,849999,951100,"3","3","0","8/6/15",2015-08-06,2015,8,"2015 8","1016 PARK RD NW"
"463","1016 QUEBEC PL NW",20010,390000,375000,"3","1","0","6/11/14",2014-06-11,2014,6,"2014 6","1016 QUEBEC PL NW"
"464","1016 QUEBEC PL NW",20010,799000,822000,"4","3","1","5/6/15",2015-05-06,2015,5,"2015 5","1016 QUEBEC PL NW"
"465","1017 4TH ST NE",20002,711800,711800,"3","2","1","6/18/13",2013-06-18,2013,6,"2013 6","1017 4TH ST NE"
"466","1017 E ST NE",20002,750000,770000,"3","1","2","8/4/15",2015-08-04,2015,8,"2015 8","1017 E ST NE"
"467","1017 MONROE ST NW #1",20010,375000,375000,"3","2","1","9/21/12",2012-09-21,2012,9,"2012 9","1017 MONROE ST NW"
"468","1017 QUINCY ST NE",20017,269900,269000,"2","2","1","9/23/11",2011-09-23,2011,9,"2011 9","1017 QUINCY ST NE"
"469","1017 QUINCY ST NE #1017",20017,350000,365000,"2","2","1","4/14/15",2015-04-14,2015,4,"2015 4","1017 QUINCY ST NE"
"470","1018 10TH ST NE",20002,519900,519900,"3","3","1","10/25/11",2011-10-25,2011,10,"2011 10","1018 10TH ST NE"
"471","1018 17TH PL NE",20002,289900,305100,"5","2","0","8/28/13",2013-08-28,2013,8,"2013 8","1018 17TH PL NE"
"472","1018 9TH ST NE",20002,495000,495000,"1","1","1","3/20/13",2013-03-20,2013,3,"2013 3","1018 9TH ST NE"
"473","1018 ANDERSON PL SE",20032,474500,459500,"4","3","1","12/1/14",2014-12-01,2014,12,"2014 12","1018 ANDERSON PL SE"
"474","1018 DOUGLAS ST NE",20018,489500,490000,"3","2","0","6/16/14",2014-06-16,2014,6,"2014 6","1018 DOUGLAS ST NE"
"475","1018 EAST CAPITOL ST NE #1",20003,689000,678000,"2","2","0","8/9/11",2011-08-09,2011,8,"2011 8","1018 EAST CAPITOL ST NE"
"476","1018 FLORIDA AVE NE #101",20002,359000,388632,"2","2","0","6/25/13",2013-06-25,2013,6,"2013 6","1018 FLORIDA AVE NE"
"477","1018 FLORIDA AVE NE #102",20002,259000,259000,"1","1","1","5/16/14",2014-05-16,2014,5,"2014 5","1018 FLORIDA AVE NE"
"478","1018 FLORIDA AVE NE #201",20002,392500,399999,"2","2","0","2/9/15",2015-02-09,2015,2,"2015 2","1018 FLORIDA AVE NE"
"479","1018 FLORIDA AVE NE #301",20002,559000,535000,"2","2","1","11/10/14",2014-11-10,2014,11,"2014 11","1018 FLORIDA AVE NE"
"480","1018 IRVING ST NE",20017,459000,459000,"4","2","0","10/31/11",2011-10-31,2011,10,"2011 10","1018 IRVING ST NE"
"481","1018 KEARNY ST NE",20017,710000,710000,"4","2","0","5/2/14",2014-05-02,2014,5,"2014 5","1018 KEARNY ST NE"
"482","1018 W ST NW",20001,599900,599000,"2","2","1","9/26/11",2011-09-26,2011,9,"2011 9","1018 W ST NW"
"483","1019 4TH ST NE",20002,645000,612000,"3","1","1","2/10/15",2015-02-10,2015,2,"2015 2","1019 4TH ST NE"
"484","1019 4TH ST SE",20003,1100000,1100000,"4","4","1","8/23/13",2013-08-23,2013,8,"2013 8","1019 4TH ST SE"
"485","1019 COLUMBIA RD NW",20001,725000,755000,"4","4","1","9/19/14",2014-09-19,2014,9,"2014 9","1019 COLUMBIA RD NW"
"486","1019 CONSTITUTION AVE NE",20002,899000,915000,"2","2","1","6/5/15",2015-06-05,2015,6,"2015 6","1019 CONSTITUTION AVE NE"
"487","1019 FLORIDA AVE NE",20002,598500,630000,"4","3","1","7/19/13",2013-07-19,2013,7,"2013 7","1019 FLORIDA AVE NE"
"488","1019 IRVING ST NW",20010,519000,535000,"3","2","0","7/20/12",2012-07-20,2012,7,"2012 7","1019 IRVING ST NW"
"489","1019 PAPER MILL CT NW #1019",20007,6e+05,6e+05,"2","1","0","2/21/14",2014-02-21,2014,2,"2014 2","1019 PAPER MILL CT NW"
"490","102 10TH ST SE",20003,739000,740000,"3","2","1","1/25/12",2012-01-25,2012,1,"2012 1","102 10TH ST SE"
"491","102 35TH ST NE",20019,129900,132000,"2","1","0","12/15/14",2014-12-15,2014,12,"2014 12","102 35TH ST NE"
"492","102 47TH ST NE",20019,220000,175000,"3","1","0","8/28/15",2015-08-28,2015,8,"2015 8","102 47TH ST NE"
"493","102 7TH ST SE",20003,749900,735000,"2","1","1","6/1/11",2011-06-01,2011,6,"2011 6","102 7TH ST SE"
"494","102 KENILWORTH AVE NE",20019,184500,184500,"2","1","0","4/30/14",2014-04-30,2014,4,"2014 4","102 KENILWORTH AVE NE"
"495","1020 11TH ST NE",20002,499900,551500,"4","2","0","11/7/14",2014-11-07,2014,11,"2014 11","1020 11TH ST NE"
"496","1020 7TH ST NE",20002,580000,580000,"3","1","1","6/30/14",2014-06-30,2014,6,"2014 6","1020 7TH ST NE"
"497","1020 BUCHANAN ST NE",20017,330000,335000,"3","1","2","12/18/13",2013-12-18,2013,12,"2013 12","1020 BUCHANAN ST NE"
"498","1020 EAST CAPITOL ST NE #2",20003,729500,720000,"3","2","1","7/7/11",2011-07-07,2011,7,"2011 7","1020 EAST CAPITOL ST NE"
"499","1020 FAIRMONT ST NW #10",20001,249900,240000,"1","1","0","10/9/12",2012-10-09,2012,10,"2012 10","1020 FAIRMONT ST NW"
"500","1020 FAIRMONT ST NW #2",20001,309900,306000,"1","1","0","12/28/11",2011-12-28,2011,12,"2011 12","1020 FAIRMONT ST NW"
"501","1020 FLORIDA AVE NE",20002,624900,6e+05,"3","2","1","8/21/13",2013-08-21,2013,8,"2013 8","1020 FLORIDA AVE NE"
"502","1020 FLORIDA AVE NE",20002,225000,225000,"6","2","0","9/5/12",2012-09-05,2012,9,"2012 9","1020 FLORIDA AVE NE"
"503","1020 GIRARD ST NW #2",20001,549900,567000,"2","2","0","1/16/13",2013-01-16,2013,1,"2013 1","1020 GIRARD ST NW"
"504","1020 MONROE ST NW #203",20010,349900,335000,"1","1","0","11/14/14",2014-11-14,2014,11,"2014 11","1020 MONROE ST NW"
"505","1020 MONROE ST NW #205",20010,337900,337900,"1","1","0","3/14/12",2012-03-14,2012,3,"2012 3","1020 MONROE ST NW"
"506","1020 MONROE ST NW #208",20010,479900,476000,"2","1","1","4/11/12",2012-04-11,2012,4,"2012 4","1020 MONROE ST NW"
"507","1020 MONROE ST NW #301",20010,419900,427000,"2","1","1","2/24/12",2012-02-24,2012,2,"2012 2","1020 MONROE ST NW"
"508","1020 MONROE ST NW #308",20010,464900,460500,"2","1","1","2/14/12",2012-02-14,2012,2,"2012 2","1020 MONROE ST NW"
"509","1020 MONROE ST NW #401",20010,454900,454900,"2","1","1","4/13/12",2012-04-13,2012,4,"2012 4","1020 MONROE ST NW"
"510","1020 MONROE ST NW #402",20010,414900,414900,"2","1","1","2/14/12",2012-02-14,2012,2,"2012 2","1020 MONROE ST NW"
"511","1020 MONROE ST NW #402",20010,459000,457000,"2","1","1","7/17/15",2015-07-17,2015,7,"2015 7","1020 MONROE ST NW"
"512","1020 MONROE ST NW #405",20010,347500,345000,"1","1","0","4/19/12",2012-04-19,2012,4,"2012 4","1020 MONROE ST NW"
"513","1020 MONROE ST NW #409",20010,469900,460000,"2","2","0","2/17/12",2012-02-17,2012,2,"2012 2","1020 MONROE ST NW"
"514","1020 PENNSYLVANIA AVE SE #104",20003,312000,307000,"1","1","0","1/22/13",2013-01-22,2013,1,"2013 1","1020 PENNSYLVANIA AVE SE"
"515","1020 PENNSYLVANIA AVE SE #205",20003,229000,229000,"1","1","0","12/30/11",2011-12-30,2011,12,"2011 12","1020 PENNSYLVANIA AVE SE"
"516","1020 PENNSYLVANIA AVE SE #302",20003,409000,397000,"1","1","0","5/8/15",2015-05-08,2015,5,"2015 5","1020 PENNSYLVANIA AVE SE"
"517","1020 PENNSYLVANIA AVE SE #303",20003,799000,790000,"2","2","0","4/16/15",2015-04-16,2015,4,"2015 4","1020 PENNSYLVANIA AVE SE"
"518","1020 PENNSYLVANIA AVE SE #304",20003,549900,549900,"2","1","0","4/5/13",2013-04-05,2013,4,"2013 4","1020 PENNSYLVANIA AVE SE"
"519","1020 PENNSYLVANIA AVE SE #405",20003,348500,340000,"1","1","0","3/4/14",2014-03-04,2014,3,"2014 3","1020 PENNSYLVANIA AVE SE"
"520","1020 PENNSYLVANIA AVE SE #604",20003,380000,375000,"1","1","0","6/6/14",2014-06-06,2014,6,"2014 6","1020 PENNSYLVANIA AVE SE"
"521","1020 RHODE ISLAND AVE NE",20018,599999,585000,"5","4","1","2/24/14",2014-02-24,2014,2,"2014 2","1020 RHODE ISLAND AVE NE"
"522","1021 51 ST NE",20019,109000,110499,"4","2","1","10/9/13",2013-10-09,2013,10,"2013 10","1021 51 ST NE"
"523","1021 51ST ST NE",20019,315000,315000,"4","3","1","11/18/14",2014-11-18,2014,11,"2014 11","1021 51ST ST NE"
"524","1021 6TH ST NE",20002,579000,579000,"4","2","1","12/7/12",2012-12-07,2012,12,"2012 12","1021 6TH ST NE"
"525","1021 8TH ST NE",20002,769000,779000,"3","3","1","6/6/14",2014-06-06,2014,6,"2014 6","1021 8TH ST NE"
"526","1021 9TH ST NE",20002,649900,665000,"2","3","0","11/25/14",2014-11-25,2014,11,"2014 11","1021 9TH ST NE"
"527","1021 EUCLID ST NW",20001,350000,350000,"3","1","0","8/28/12",2012-08-28,2012,8,"2012 8","1021 EUCLID ST NW"
"528","1021 PAPER MILL CT NW",20007,545000,507000,"2","1","0","8/1/11",2011-08-01,2011,8,"2011 8","1021 PAPER MILL CT NW"
"529","1022 13TH ST SE",20003,549000,561000,"4","2","0","8/23/12",2012-08-23,2012,8,"2012 8","1022 13TH ST SE"
"530","1022 29TH ST NW",20007,749000,730000,"2","1","1","4/30/13",2013-04-30,2013,4,"2013 4","1022 29TH ST NW"
"531","1022 FAIRMONT ST NW",20001,385000,426000,"2","2","0","4/30/14",2014-04-30,2014,4,"2014 4","1022 FAIRMONT ST NW"
"532","1022 HAMLIN ST NE",20017,524999,535999,"4","2","0","12/18/14",2014-12-18,2014,12,"2014 12","1022 HAMLIN ST NE"
"533","1022 INDEPENDENCE AVE SE",20003,599000,575000,"3","1","0","12/15/11",2011-12-15,2011,12,"2011 12","1022 INDEPENDENCE AVE SE"
"534","1022 SPRING RD NW",20010,499000,575000,"4","1","1","4/30/13",2013-04-30,2013,4,"2013 4","1022 SPRING RD NW"
"535","1022 TAUSSIG PL NE",20017,460000,399000,"2","1","0","4/7/15",2015-04-07,2015,4,"2015 4","1022 TAUSSIG PL NE"
"536","1022 TAUSSIG PL NE",20017,695000,695000,"3","3","1","7/8/15",2015-07-08,2015,7,"2015 7","1022 TAUSSIG PL NE"
"537","1022 W ST NW",20001,650000,660000,"2","2","0","9/13/13",2013-09-13,2013,9,"2013 9","1022 W ST NW"
"538","1023 CECIL PL NW",20007,768000,731500,"2","2","0","6/17/15",2015-06-17,2015,6,"2015 6","1023 CECIL PL NW"
"539","1023 OTIS PL NW",20010,455000,631000,"3","1","0","8/1/13",2013-08-01,2013,8,"2013 8","1023 OTIS PL NW"
"540","1023 QUINCY ST NE #1023",20017,275000,275000,"2","2","1","1/10/13",2013-01-10,2013,1,"2013 1","1023 QUINCY ST NE"
"541","1024 5TH ST NE",20002,670000,670000,"3","2","1","12/8/14",2014-12-08,2014,12,"2014 12","1024 5TH ST NE"
"542","1024 BUCHANAN ST NE",20017,412000,406000,"3","1","1","9/15/15",2015-09-15,2015,9,"2015 9","1024 BUCHANAN ST NE"
"543","1024 MASSACHUSETTS AVE NE #2",20002,535000,549750,"2","1","1","5/21/14",2014-05-21,2014,5,"2014 5","1024 MASSACHUSETTS AVE NE"
"544","1024 MASSACHUSETTS AVE NE #8",20002,419000,420000,"1","1","0","1/6/12",2012-01-06,2012,1,"2012 1","1024 MASSACHUSETTS AVE NE"
"545","1024 W ST NW",20001,1385000,1370000,"3","3","0","8/29/12",2012-08-29,2012,8,"2012 8","1024 W ST NW"
"546","1025 10TH ST NE",20002,774000,744500,"4","3","1","11/20/13",2013-11-20,2013,11,"2013 11","1025 10TH ST NE"
"547","1025 1ST ST SE #1003",20003,398900,410000,"1","1","0","12/22/12",2012-12-22,2012,12,"2012 12","1025 1ST ST SE"
"548","1025 1ST ST SE #1005",20003,635000,639000,"2","2","0","6/26/15",2015-06-26,2015,6,"2015 6","1025 1ST ST SE"
"549","1025 1ST ST SE #1007",20003,299900,314900,"0","1","0","11/30/12",2012-11-30,2012,11,"2012 11","1025 1ST ST SE"
"550","1025 1ST ST SE #1008",20003,294900,309900,"0","1","0","10/11/12",2012-10-11,2012,10,"2012 10","1025 1ST ST SE"
"551","1025 1ST ST SE #101",20003,499900,477500,"1","1","0","10/7/13",2013-10-07,2013,10,"2013 10","1025 1ST ST SE"
"552","1025 1ST ST SE #104",20003,359900,374900,"0","1","0","7/15/13",2013-07-15,2013,7,"2013 7","1025 1ST ST SE"
"553","1025 1ST ST SE #1101",20003,445750,473000,"1","1","0","9/30/13",2013-09-30,2013,9,"2013 9","1025 1ST ST SE"
"554","1025 1ST ST SE #1102",20003,414900,414900,"1","1","0","6/27/13",2013-06-27,2013,6,"2013 6","1025 1ST ST SE"
"555","1025 1ST ST SE #1103",20003,424555,427000,"1","1","0","7/25/14",2014-07-25,2014,7,"2014 7","1025 1ST ST SE"
"556","1025 1ST ST SE #1104",20003,439700,439000,"1","1","0","1/30/14",2014-01-30,2014,1,"2014 1","1025 1ST ST SE"
"557","1025 1ST ST SE #1110",20003,599900,6e+05,"1","2","0","7/24/15",2015-07-24,2015,7,"2015 7","1025 1ST ST SE"
"558","1025 1ST ST SE #1114",20003,470000,470000,"1","1","0","3/13/15",2015-03-13,2015,3,"2015 3","1025 1ST ST SE"
"559","1025 1ST ST SE #1115",20003,599900,605000,"2","2","0","10/3/14",2014-10-03,2014,10,"2014 10","1025 1ST ST SE"
"560","1025 1ST ST SE #1116",20003,548900,563900,"2","2","0","5/9/13",2013-05-09,2013,5,"2013 5","1025 1ST ST SE"
"561","1025 1ST ST SE #1203",20003,439000,451200,"1","1","0","5/29/15",2015-05-29,2015,5,"2015 5","1025 1ST ST SE"
"562","1025 1ST ST SE #1212",20003,599000,599000,"2","2","0","6/25/15",2015-06-25,2015,6,"2015 6","1025 1ST ST SE"
"563","1025 1ST ST SE #1302",20003,398900,398900,"1","1","0","8/14/12",2012-08-14,2012,8,"2012 8","1025 1ST ST SE"
"564","1025 1ST ST SE #1304",20003,399900,399900,"1","1","0","3/5/12",2012-03-05,2012,3,"2012 3","1025 1ST ST SE"
"565","1025 1ST ST SE #1304",20003,460000,460000,"1","1","0","10/14/14",2014-10-14,2014,10,"2014 10","1025 1ST ST SE"
"566","1025 1ST ST SE #1305",20003,649900,655000,"2","2","0","5/14/15",2015-05-14,2015,5,"2015 5","1025 1ST ST SE"
"567","1025 1ST ST SE #1308",20003,324900,324900,"0","1","0","3/18/13",2013-03-18,2013,3,"2013 3","1025 1ST ST SE"
"568","1025 1ST ST SE #1314",20003,475000,465000,"1","1","0","1/30/15",2015-01-30,2015,1,"2015 1","1025 1ST ST SE"
"569","1025 1ST ST SE #1405",20003,595000,595000,"2","2","0","11/23/11",2011-11-23,2011,11,"2011 11","1025 1ST ST SE"
"570","1025 1ST ST SE #1414",20003,485000,485000,"1","1","0","5/27/15",2015-05-27,2015,5,"2015 5","1025 1ST ST SE"
"571","1025 1ST ST SE #1416",20003,629000,610000,"2","2","0","1/29/15",2015-01-29,2015,1,"2015 1","1025 1ST ST SE"
"572","1025 1ST ST SE #201",20003,454900,450000,"1","2","0","5/28/13",2013-05-28,2013,5,"2013 5","1025 1ST ST SE"
"573","1025 1ST ST SE #202",20003,454900,465000,"1","2","0","6/28/13",2013-06-28,2013,6,"2013 6","1025 1ST ST SE"
"574","1025 1ST ST SE #203",20003,454900,450000,"1","1","0","3/2/13",2013-03-02,2013,3,"2013 3","1025 1ST ST SE"
