"","Address","Zip","List.Price","Close.Price","BRs","Bas","Half.BA","CloseDate","Date","year","month","MY","StrAddress"
"15706","3024 TILDEN ST NW #402-C",20008,550000,566000,"2","2","0","9/11/15",2015-09-11,2015,9,"2015 9","3024 TILDEN ST NW"
"15707","3024 TILDEN ST NW #404-C",20008,360000,360000,"1","1","0","6/12/15",2015-06-12,2015,6,"2015 6","3024 TILDEN ST NW"
"15708","3024 TILDEN ST NW #502C",20008,575000,575000,"2","2","0","8/26/15",2015-08-26,2015,8,"2015 8","3024 TILDEN ST NW"
"15709","3024 TILDEN ST NW #504",20008,369000,364000,"1","1","0","6/30/14",2014-06-30,2014,6,"2014 6","3024 TILDEN ST NW"
"15710","3024 TILDEN ST NW #504",20008,357000,362000,"1","1","0","5/30/13",2013-05-30,2013,5,"2013 5","3024 TILDEN ST NW"
"15711","3024 WISCONSIN AVE NW #101",20016,320000,320000,"1","1","0","10/28/14",2014-10-28,2014,10,"2014 10","3024 WISCONSIN AVE NW"
"15712","3024 WISCONSIN AVE NW #104",20016,275500,274500,"1","1","0","8/8/14",2014-08-08,2014,8,"2014 8","3024 WISCONSIN AVE NW"
"15713","3024 WISCONSIN AVE NW #B12",20016,327500,327500,"2","1","0","9/25/14",2014-09-25,2014,9,"2014 9","3024 WISCONSIN AVE NW"
"15714","3025 11TH ST NW",20001,725000,794889,"4","2","1","6/25/13",2013-06-25,2013,6,"2013 6","3025 11TH ST NW"
"15715","3025 CHANNING ST NE",20018,398500,398000,"5","4","1","2/16/12",2012-02-16,2012,2,"2012 2","3025 CHANNING ST NE"
"15716","3025 HAWTHORNE DR NE #3025",20017,289950,270000,"3","2","1","12/22/11",2011-12-22,2011,12,"2011 12","3025 HAWTHORNE DR NE"
"15717","3025 ONTARIO NW #410",20009,219000,219000,"0","1","0","5/29/15",2015-05-29,2015,5,"2015 5","3025 ONTARIO NW"
"15718","3025 ONTARIO RD NW ##306",20009,435000,435000,"2","2","0","1/4/13",2013-01-04,2013,1,"2013 1","3025 ONTARIO RD NW"
"15719","3025 ONTARIO RD NW #106",20009,449000,458000,"2","2","0","10/31/14",2014-10-31,2014,10,"2014 10","3025 ONTARIO RD NW"
"15720","3025 ONTARIO RD NW #110",20009,179900,174950,"0","1","0","8/14/13",2013-08-14,2013,8,"2013 8","3025 ONTARIO RD NW"
"15721","3025 ONTARIO RD NW #204",20009,449555,5e+05,"2","2","0","7/15/15",2015-07-15,2015,7,"2015 7","3025 ONTARIO RD NW"
"15722","3025 ONTARIO RD NW #207",20009,295000,292000,"1","1","0","3/28/13",2013-03-28,2013,3,"2013 3","3025 ONTARIO RD NW"
"15723","3025 ONTARIO RD NW #209",20009,225000,225565,"0","1","0","9/9/15",2015-09-09,2015,9,"2015 9","3025 ONTARIO RD NW"
"15724","3025 ONTARIO RD NW #301",20009,299000,330000,"1","1","0","4/5/13",2013-04-05,2013,4,"2013 4","3025 ONTARIO RD NW"
"15725","3025 ONTARIO RD NW #303",20009,298500,289000,"1","1","0","4/25/12",2012-04-25,2012,4,"2012 4","3025 ONTARIO RD NW"
"15726","3025 ONTARIO RD NW #304",20009,425000,420000,"2","2","0","1/31/13",2013-01-31,2013,1,"2013 1","3025 ONTARIO RD NW"
"15727","3025 ONTARIO RD NW #309",20009,219500,209602,"0","1","0","2/19/15",2015-02-19,2015,2,"2015 2","3025 ONTARIO RD NW"
"15728","3025 ONTARIO RD NW #309",20009,176000,175000,"0","1","0","5/31/12",2012-05-31,2012,5,"2012 5","3025 ONTARIO RD NW"
"15729","3025 ONTARIO RD NW #403",20009,299000,297500,"1","1","0","4/4/13",2013-04-04,2013,4,"2013 4","3025 ONTARIO RD NW"
"15730","3025 ONTARIO RD NW #404",20009,375000,362000,"2","2","0","11/29/11",2011-11-29,2011,11,"2011 11","3025 ONTARIO RD NW"
"15731","3025 ONTARIO RD NW #405",20009,299000,299000,"1","1","0","12/30/13",2013-12-30,2013,12,"2013 12","3025 ONTARIO RD NW"
"15732","3025 ONTARIO RD NW #505",20009,275000,275000,"1","1","0","6/30/11",2011-06-30,2011,6,"2011 6","3025 ONTARIO RD NW"
"15733","3025 ONTARIO RD NW #507",20009,319000,329000,"1","1","0","5/13/13",2013-05-13,2013,5,"2013 5","3025 ONTARIO RD NW"
"15734","3025 ONTARIO RD NW #508",20009,329000,336000,"1","1","0","8/8/13",2013-08-08,2013,8,"2013 8","3025 ONTARIO RD NW"
"15735","3025 P ST NW",20007,3500000,3200000,"5","5","1","2/17/14",2014-02-17,2014,2,"2014 2","3025 P ST NW"
"15736","3025 PORTER ST NW #34",20008,369000,369000,"1","1","0","9/9/11",2011-09-09,2011,9,"2011 9","3025 PORTER ST NW"
"15737","3025 WHITEHAVEN ST NW",20008,6950000,6250000,"7","7","2","1/16/13",2013-01-16,2013,1,"2013 1","3025 WHITEHAVEN ST NW"
"15738","3025 YOST PL NE",20018,264000,261000,"3","2","0","6/25/12",2012-06-25,2012,6,"2012 6","3025 YOST PL NE"
"15739","3025 YOST PL NE",20018,3e+05,315000,"3","2","0","10/15/13",2013-10-15,2013,10,"2013 10","3025 YOST PL NE"
"15740","3026 GENTAIN CT NE #3026",20017,240000,230000,"2","1","1","10/14/11",2011-10-14,2011,10,"2011 10","3026 GENTAIN CT NE"
"15741","3026 PORTER ST NW #101",20008,279000,274000,"1","1","0","3/19/13",2013-03-19,2013,3,"2013 3","3026 PORTER ST NW"
"15742","3026 PORTER ST NW #201",20008,299900,289000,"1","1","0","8/16/13",2013-08-16,2013,8,"2013 8","3026 PORTER ST NW"
"15743","3026 PORTER ST NW #303",20008,287555,287555,"1","1","0","7/21/15",2015-07-21,2015,7,"2015 7","3026 PORTER ST NW"
"15744","3026 R ST NW #2",20007,590000,580000,"2","1","0","5/20/15",2015-05-20,2015,5,"2015 5","3026 R ST NW"
"15745","3026 R ST NW #3",20007,530000,515000,"1","1","0","12/8/14",2014-12-08,2014,12,"2014 12","3026 R ST NW"
"15746","3026 WISCONSIN AVE NW #108",20016,259900,250000,"1","1","0","2/11/14",2014-02-11,2014,2,"2014 2","3026 WISCONSIN AVE NW"
"15747","3026 WISCONSIN AVE NW #201",20016,397000,397000,"2","1","0","7/28/15",2015-07-28,2015,7,"2015 7","3026 WISCONSIN AVE NW"
"15748","3026 WISCONSIN AVE NW #202",20016,432500,467500,"3","1","0","11/13/14",2014-11-13,2014,11,"2014 11","3026 WISCONSIN AVE NW"
"15749","3026 WISCONSIN AVE NW #204",20016,250000,250000,"1","1","0","2/2/15",2015-02-02,2015,2,"2015 2","3026 WISCONSIN AVE NW"
"15750","3027 CAMBRIDGE PL NW",20007,850000,874000,"3","2","1","1/17/14",2014-01-17,2014,1,"2014 1","3027 CAMBRIDGE PL NW"
"15751","3027 CHANNING ST NE",20018,225000,227000,"2","1","0","10/15/13",2013-10-15,2013,10,"2013 10","3027 CHANNING ST NE"
"15752","3028 24TH ST NE",20018,565000,585000,"3","2","1","6/12/15",2015-06-12,2015,6,"2015 6","3028 24TH ST NE"
"15753","3028 24TH ST NE",20018,434500,450000,"3","2","1","5/23/13",2013-05-23,2013,5,"2013 5","3028 24TH ST NE"
"15754","3028 N ST NW",20007,5450000,5400000,"6","5","1","8/21/13",2013-08-21,2013,8,"2013 8","3028 N ST NW"
"15755","3028 O ST NW",20007,1875000,1805000,"4","3","1","1/16/15",2015-01-16,2015,1,"2015 1","3028 O ST NW"
"15756","3028 OLIVER ST NW",20015,1099000,1100000,"4","2","2","4/16/15",2015-04-16,2015,4,"2015 4","3028 OLIVER ST NW"
"15757","3028 PORTER ST NW #102",20008,295000,290000,"1","1","0","8/22/14",2014-08-22,2014,8,"2014 8","3028 PORTER ST NW"
"15758","3028 PORTER ST NW #104",20008,315900,309000,"2","1","0","4/19/13",2013-04-19,2013,4,"2013 4","3028 PORTER ST NW"
"15759","3028 SHERMAN AVE NW",20001,599990,609000,"4","3","1","8/16/13",2013-08-16,2013,8,"2013 8","3028 SHERMAN AVE NW"
"15760","3028 SHERMAN AVE NW",20001,350000,358000,"3","1","0","1/30/13",2013-01-30,2013,1,"2013 1","3028 SHERMAN AVE NW"
"15761","3028 WISCONSIN AVE NW #401",20016,299000,297500,"1","1","0","10/30/14",2014-10-30,2014,10,"2014 10","3028 WISCONSIN AVE NW"
"15762","3028 WISCONSIN AVE NW #B8",20016,329000,326000,"1","1","0","4/25/14",2014-04-25,2014,4,"2014 4","3028 WISCONSIN AVE NW"
"15763","3029 CLINTON ST NE",20018,320000,325000,"3","2","0","2/25/15",2015-02-25,2015,2,"2015 2","3029 CLINTON ST NE"
"15764","303 11TH ST SE",20003,615000,631000,"2","1","1","5/31/12",2012-05-31,2012,5,"2012 5","303 11TH ST SE"
"15765","303 17TH ST SE",20003,539000,555000,"2","2","1","5/14/14",2014-05-14,2014,5,"2014 5","303 17TH ST SE"
"15766","303 34TH PL NE",20019,279800,267000,"3","2","1","8/10/15",2015-08-10,2015,8,"2015 8","303 34TH PL NE"
"15767","303 ADAMS ST NE",20002,180000,190000,"2","2","0","8/30/13",2013-08-30,2013,8,"2013 8","303 ADAMS ST NE"
"15768","303 ADAMS ST NE",20002,625000,625000,"3","3","1","9/30/14",2014-09-30,2014,9,"2014 9","303 ADAMS ST NE"
"15769","303 K ST SE",20003,574999,560000,"2","2","0","1/30/15",2015-01-30,2015,1,"2015 1","303 K ST SE"
"15770","303 KENTUCKY AVE SE",20003,437500,437500,"3","1","1","6/12/13",2013-06-12,2013,6,"2013 6","303 KENTUCKY AVE SE"
"15771","303 KENTUCKY AVE SE",20003,849000,825000,"4","3","1","11/15/13",2013-11-15,2013,11,"2013 11","303 KENTUCKY AVE SE"
"15772","303 O ST NW",20001,459900,465000,"3","3","1","3/9/12",2012-03-09,2012,3,"2012 3","303 O ST NW"
"15773","303 SEATON PL NE #1",20002,266000,250000,"2","1","0","9/19/13",2013-09-19,2013,9,"2013 9","303 SEATON PL NE"
"15774","303 T ST NW",20001,525000,520000,"4","1","2","8/30/12",2012-08-30,2012,8,"2012 8","303 T ST NW"
"15775","303 V ST NE",20002,499900,5e+05,"4","3","1","12/28/12",2012-12-28,2012,12,"2012 12","303 V ST NE"
"15776","3030 K ST NW #108",20007,2495000,2275000,"2","3","0","8/1/11",2011-08-01,2011,8,"2011 8","3030 K ST NW"
"15777","3030 K ST NW #203",20007,795000,780000,"2","2","1","8/14/14",2014-08-14,2014,8,"2014 8","3030 K ST NW"
"15778","3030 K ST NW #209",20007,1395000,1200000,"2","2","1","5/3/13",2013-05-03,2013,5,"2013 5","3030 K ST NW"
"15779","3030 K ST NW #213",20007,534900,5e+05,"2","2","0","11/30/11",2011-11-30,2011,11,"2011 11","3030 K ST NW"
"15780","3030 K ST NW #301",20007,1050000,1e+06,"3","4","1","5/10/13",2013-05-10,2013,5,"2013 5","3030 K ST NW"
"15781","3030 K ST NW #304",20007,1495000,1330000,"2","2","1","8/3/12",2012-08-03,2012,8,"2012 8","3030 K ST NW"
"15782","3030 K ST NW #PH-201",20007,1395000,1330000,"2","2","1","6/6/13",2013-06-06,2013,6,"2013 6","3030 K ST NW"
"15783","3030 K ST NW #PH-303",20007,2600000,2250000,"2","2","0","1/13/15",2015-01-13,2015,1,"2015 1","3030 K ST NW"
"15784","3030 OTIS ST NE",20018,375000,375000,"5","3","0","5/15/15",2015-05-15,2015,5,"2015 5","3030 OTIS ST NE"
"15785","3030 P ST NW",20007,2275000,1900000,"5","2","3","11/9/12",2012-11-09,2012,11,"2012 11","3030 P ST NW"
"15786","3030 SOUTH DAKOTA AVE NE",20018,249900,261000,"5","1","2","1/3/13",2013-01-03,2013,1,"2013 1","3030 SOUTH DAKOTA AVE NE"
"15787","3031 BUENA VISTA SE #6",20020,20000,28000,"3","1","0","1/22/15",2015-01-22,2015,1,"2015 1","3031 BUENA VISTA SE"
"15788","3031 SEDGWICK ST NW #102-E",20008,499000,485100,"2","1","1","1/8/13",2013-01-08,2013,1,"2013 1","3031 SEDGWICK ST NW"
"15789","3031 SEDGWICK ST NW #302",20008,579000,551000,"2","1","1","2/20/14",2014-02-20,2014,2,"2014 2","3031 SEDGWICK ST NW"
"15790","3031 SEDGWICK ST NW #502-E",20008,575000,560000,"2","1","1","9/29/15",2015-09-29,2015,9,"2015 9","3031 SEDGWICK ST NW"
"15791","3031 SEDGWICK ST NW #503-E",20008,499900,495000,"2","1","1","8/28/13",2013-08-28,2013,8,"2013 8","3031 SEDGWICK ST NW"
"15792","3032 CLINTON ST NE",20018,419900,415000,"4","3","0","6/4/12",2012-06-04,2012,6,"2012 6","3032 CLINTON ST NE"
"15793","3032 DENT PL NW",20007,1475000,1470000,"4","2","0","5/29/15",2015-05-29,2015,5,"2015 5","3032 DENT PL NW"
"15794","3032 O ST NW",20007,2195000,2150000,"3","4","1","10/30/14",2014-10-30,2014,10,"2014 10","3032 O ST NW"
"15795","3032 THAYER ST NE",20018,3e+05,3e+05,"0","0","0","10/27/14",2014-10-27,2014,10,"2014 10","3032 THAYER ST NE"
"15796","3033 ELLICOTT ST NW",20008,3250000,3150000,"6","6","2","9/30/13",2013-09-30,2013,9,"2013 9","3033 ELLICOTT ST NW"
"15797","3033 NEW MEXICO AVE NW #304",20016,285000,285000,"1","1","0","3/3/15",2015-03-03,2015,3,"2015 3","3033 NEW MEXICO AVE NW"
"15798","3033 NEW MEXICO AVE NW #308",20016,285000,285000,"1","1","0","11/6/14",2014-11-06,2014,11,"2014 11","3033 NEW MEXICO AVE NW"
"15799","3033 O ST NW",20007,2595000,2549000,"5","3","1","6/23/15",2015-06-23,2015,6,"2015 6","3033 O ST NW"
"15800","3033 SHERMAN AVE NW",20001,424900,434900,"2","2","0","8/27/13",2013-08-27,2013,8,"2013 8","3033 SHERMAN AVE NW"
"15801","3033 SHERMAN AVE NW",20001,295000,280000,"2","1","0","5/20/13",2013-05-20,2013,5,"2013 5","3033 SHERMAN AVE NW"
"15802","3034 DENT PL NW",20007,1519000,1540000,"2","3","0","7/24/15",2015-07-24,2015,7,"2015 7","3034 DENT PL NW"
"15803","3034 GENTAIN CT NE #3034",20017,229950,209000,"2","1","1","8/2/11",2011-08-02,2011,8,"2011 8","3034 GENTAIN CT NE"
"15804","3034 RODMAN ST NW",20008,864500,902500,"3","3","1","6/27/13",2013-06-27,2013,6,"2013 6","3034 RODMAN ST NW"
"15805","3035 Q ST NW #1",20007,499000,472500,"1","1","0","1/31/13",2013-01-31,2013,1,"2013 1","3035 Q ST NW"
"15806","3035 Q ST NW #2",20007,439000,429000,"1","1","0","4/4/14",2014-04-04,2014,4,"2014 4","3035 Q ST NW"
"15807","3035 Q ST NW #5",20007,569000,575250,"1","1","0","5/30/14",2014-05-30,2014,5,"2014 5","3035 Q ST NW"
"15808","3035 SHERMAN AVE NW",20001,299800,306000,"2","1","0","11/30/11",2011-11-30,2011,11,"2011 11","3035 SHERMAN AVE NW"
"15809","3036 DENT PL NW",20007,1225000,1200000,"4","2","1","5/13/13",2013-05-13,2013,5,"2013 5","3036 DENT PL NW"
"15810","3036 M PL SE",20019,179900,179900,"3","2","0","5/5/14",2014-05-05,2014,5,"2014 5","3036 M PL SE"
"15811","3037 BLADENSBURG RD NE",20018,350000,316360,"5","2","0","4/10/15",2015-04-10,2015,4,"2015 4","3037 BLADENSBURG RD NE"
"15812","3037 CHANCELLORS WAY NE",20017,636434,636434,"5","3","1","3/21/13",2013-03-21,2013,3,"2013 3","3037 CHANCELLORS WAY NE"
"15813","3037 O ST NW",20007,1895000,1870000,"4","4","0","8/9/11",2011-08-09,2011,8,"2011 8","3037 O ST NW"
"15814","3037 VISTA ST NE",20018,458400,455000,"4","3","0","3/24/14",2014-03-24,2014,3,"2014 3","3037 VISTA ST NE"
"15815","3037 VISTA ST NE",20018,295000,275000,"3","1","2","11/5/13",2013-11-05,2013,11,"2013 11","3037 VISTA ST NE"
"15816","3038 MACOMB ST NW",20008,3395000,3275000,"5","6","2","12/14/12",2012-12-14,2012,12,"2012 12","3038 MACOMB ST NW"
"15817","3038 R ST NW #2",20007,549000,580000,"2","1","0","5/27/14",2014-05-27,2014,5,"2014 5","3038 R ST NW"
"15818","3039 16TH ST NW #101",20009,469900,455000,"2","1","1","10/30/12",2012-10-30,2012,10,"2012 10","3039 16TH ST NW"
"15819","3039 16TH ST NW #202",20009,525000,525000,"1","2","0","6/20/11",2011-06-20,2011,6,"2011 6","3039 16TH ST NW"
"15820","3039 16TH ST NW #302",20009,539000,554500,"2","2","0","7/11/13",2013-07-11,2013,7,"2013 7","3039 16TH ST NW"
"15821","3039 16TH ST NW #PH-2",20009,749000,749000,"2","2","0","4/25/14",2014-04-25,2014,4,"2014 4","3039 16TH ST NW"
"15822","3039 MACOMB ST NW #14",20008,262750,263000,"1","1","0","5/20/15",2015-05-20,2015,5,"2015 5","3039 MACOMB ST NW"
"15823","3039 MACOMB ST NW #1A",20008,245000,245000,"2","1","0","6/26/13",2013-06-26,2013,6,"2013 6","3039 MACOMB ST NW"
"15824","3039 MACOMB ST NW #20",20008,399900,399900,"2","1","0","10/27/14",2014-10-27,2014,10,"2014 10","3039 MACOMB ST NW"
"15825","3039 MACOMB ST NW #27",20008,379000,389000,"2","1","0","6/21/12",2012-06-21,2012,6,"2012 6","3039 MACOMB ST NW"
"15826","304 12TH ST NE",20002,609900,562000,"2","2","0","8/2/13",2013-08-02,2013,8,"2013 8","304 12TH ST NE"
"15827","304 12TH ST NE",20002,938500,961000,"4","3","1","3/24/14",2014-03-24,2014,3,"2014 3","304 12TH ST NE"
"15828","304 19TH ST NE",20002,475000,475000,"4","3","1","8/2/12",2012-08-02,2012,8,"2012 8","304 19TH ST NE"
"15829","304 34TH ST NE",20019,155000,155000,"2","1","0","10/8/14",2014-10-08,2014,10,"2014 10","304 34TH ST NE"
"15830","304 ASPEN ST NW #105B",20012,219900,209500,"1","1","0","8/20/12",2012-08-20,2012,8,"2012 8","304 ASPEN ST NW"
"15831","304 ASPEN ST NW #203",20012,199900,199900,"1","1","0","1/22/14",2014-01-22,2014,1,"2014 1","304 ASPEN ST NW"
"15832","304 BRYANT ST NE",20002,429000,463000,"2","2","0","5/28/14",2014-05-28,2014,5,"2014 5","304 BRYANT ST NE"
"15833","304 OKLAHOMA AVE NE #1",20002,249900,250000,"1","1","0","6/19/15",2015-06-19,2015,6,"2015 6","304 OKLAHOMA AVE NE"
"15834","304 OKLAHOMA AVE NE #4",20002,229000,230000,"1","1","0","1/29/15",2015-01-29,2015,1,"2015 1","304 OKLAHOMA AVE NE"
"15835","304 Q ST NW #1",20001,289900,289900,"1","1","0","5/21/14",2014-05-21,2014,5,"2014 5","304 Q ST NW"
"15836","304 Q ST NW #2",20001,289000,283000,"2","1","0","5/25/11",2011-05-25,2011,5,"2011 5","304 Q ST NW"
"15837","304 Q ST NW #ONE",20001,229000,226500,"1","1","0","7/15/11",2011-07-15,2011,7,"2011 7","304 Q ST NW"
"15838","304 QUACKENBOS ST NW",20011,354900,376000,"2","1","1","4/18/14",2014-04-18,2014,4,"2014 4","304 QUACKENBOS ST NW"
"15839","304 TAYLOR ST NW",20011,370000,370000,"3","1","2","8/25/11",2011-08-25,2011,8,"2011 8","304 TAYLOR ST NW"
"15840","3040 CLINTON ST NE",20018,575000,575000,"4","2","1","8/28/15",2015-08-28,2015,8,"2015 8","3040 CLINTON ST NE"
"15841","3040 CLINTON ST NE",20018,250000,256000,"4","2","1","11/13/14",2014-11-13,2014,11,"2014 11","3040 CLINTON ST NE"
"15842","3040 DENT PL NW",20007,1399999,1350000,"4","3","1","7/31/14",2014-07-31,2014,7,"2014 7","3040 DENT PL NW"
"15843","3040 Q ST NW",20007,2225000,1950000,"5","4","1","9/17/14",2014-09-17,2014,9,"2014 9","3040 Q ST NW"
"15844","3040 R ST NW #1/2",20007,679900,665000,"2","2","0","6/27/13",2013-06-27,2013,6,"2013 6","3040 R ST NW"
"15845","3040 THAYER ST NE",20018,429500,419700,"3","2","1","2/28/13",2013-02-28,2013,2,"2013 2","3040 THAYER ST NE"
"15846","3040 THAYER ST NE",20018,224000,215000,"3","2","1","10/11/12",2012-10-11,2012,10,"2012 10","3040 THAYER ST NE"
"15847","3040-R ST R ST NW #1/2",20007,499500,450000,"2","1","0","8/31/12",2012-08-31,2012,8,"2012 8","3040-R ST R ST NW"
"15848","3041 SEDGWICK ST NW #501",20008,649000,6e+05,"3","2","0","9/25/15",2015-09-25,2015,9,"2015 9","3041 SEDGWICK ST NW"
"15849","3042 R ST NW #1/2",20007,669000,645000,"2","1","0","7/29/15",2015-07-29,2015,7,"2015 7","3042 R ST NW"
"15850","3042-R ST R ST NW #1/2",20007,610000,605000,"2","1","0","8/17/11",2011-08-17,2011,8,"2011 8","3042-R ST R ST NW"
"15851","3043 HAWTHORNE DR NE #3043",20017,290000,290000,"2","1","1","9/21/15",2015-09-21,2015,9,"2015 9","3043 HAWTHORNE DR NE"
"15852","3043 P ST NW",20007,3675000,3400000,"6","4","1","6/1/15",2015-06-01,2015,6,"2015 6","3043 P ST NW"
"15853","3043 P ST NW",20007,3490000,4e+06,"6","4","1","9/4/14",2014-09-04,2014,9,"2014 9","3043 P ST NW"
"15854","3043 WEST LANE KYS NW",20007,1900000,1760000,"4","3","1","11/18/13",2013-11-18,2013,11,"2013 11","3043 WEST LANE KYS NW"
"15855","3044 30TH ST SE",20020,2e+05,235000,"3","1","1","4/28/15",2015-04-28,2015,4,"2015 4","3044 30TH ST SE"
"15856","3044 O ST NW",20007,9250000,8600000,"9","7","2","3/30/13",2013-03-30,2013,3,"2013 3","3044 O ST NW"
"15857","3044 RODMAN ST NW",20008,723000,723000,"3","2","1","1/27/15",2015-01-27,2015,1,"2015 1","3044 RODMAN ST NW"
"15858","3045 ABERFOYLE PL NW",20015,2100000,2114000,"7","7","3","2/14/14",2014-02-14,2014,2,"2014 2","3045 ABERFOYLE PL NW"
"15859","3045 M ST SE",20019,305000,285000,"3","2","0","3/31/15",2015-03-31,2015,3,"2015 3","3045 M ST SE"
"15860","3045 P ST NW",20007,2150000,2006000,"4","4","1","3/14/13",2013-03-14,2013,3,"2013 3","3045 P ST NW"
"15861","3046 R ST NW",20007,1250000,1225000,"3","2","2","5/14/12",2012-05-14,2012,5,"2012 5","3046 R ST NW"
"15862","3047 N ST NW",20007,1175000,1087500,"3","2","1","6/28/13",2013-06-28,2013,6,"2013 6","3047 N ST NW"
"15863","3048 P ST NW",20007,1495000,1475000,"3","2","2","10/24/12",2012-10-24,2012,10,"2012 10","3048 P ST NW"
"15864","3048 VISTA ST NE",20018,445000,445000,"4","3","0","1/30/15",2015-01-30,2015,1,"2015 1","3048 VISTA ST NE"
"15865","3048 VISTA ST NE",20018,295000,280000,"3","2","1","10/6/14",2014-10-06,2014,10,"2014 10","3048 VISTA ST NE"
"15866","3049 CLINTON ST NE",20018,449900,445000,"4","3","0","10/18/13",2013-10-18,2013,10,"2013 10","3049 CLINTON ST NE"
"15867","3049 CLINTON ST NE",20018,225000,203000,"3","1","1","10/9/12",2012-10-09,2012,10,"2012 10","3049 CLINTON ST NE"
"15868","305 10TH ST SE",20003,749000,749000,"2","2","1","6/26/15",2015-06-26,2015,6,"2015 6","305 10TH ST SE"
"15869","305 17TH ST SE",20003,585777,585000,"2","2","1","8/21/15",2015-08-21,2015,8,"2015 8","305 17TH ST SE"
"15870","305 ADAMS ST NE",20002,499000,548000,"3","1","1","6/29/15",2015-06-29,2015,6,"2015 6","305 ADAMS ST NE"
"15871","305 C ST NE #101",20002,219000,215000,"0","1","0","5/7/13",2013-05-07,2013,5,"2013 5","305 C ST NE"
"15872","305 C ST NE #102",20002,349900,339000,"1","1","0","8/18/14",2014-08-18,2014,8,"2014 8","305 C ST NE"
"15873","305 C ST NE #107",20002,368500,375000,"1","1","0","2/12/13",2013-02-12,2013,2,"2013 2","305 C ST NE"
"15874","305 C ST NE #109",20002,349000,325000,"1","1","0","7/15/11",2011-07-15,2011,7,"2011 7","305 C ST NE"
"15875","305 C ST NE #203",20002,209495,2e+05,"0","1","0","5/15/14",2014-05-15,2014,5,"2014 5","305 C ST NE"
"15876","305 C ST NE #206",20002,268998,265000,"0","1","0","8/31/15",2015-08-31,2015,8,"2015 8","305 C ST NE"
"15877","305 C ST NE #206",20002,274900,259000,"0","1","0","10/31/14",2014-10-31,2014,10,"2014 10","305 C ST NE"
"15878","305 C ST NE #302",20002,345000,333000,"1","1","0","11/25/14",2014-11-25,2014,11,"2014 11","305 C ST NE"
"15879","305 C ST NE #306",20002,259000,260000,"0","1","0","10/31/12",2012-10-31,2012,10,"2012 10","305 C ST NE"
"15880","305 C ST NE #409",20002,345000,342500,"1","1","0","1/15/15",2015-01-15,2015,1,"2015 1","305 C ST NE"
"15881","305 E ST NE",20002,699900,699900,"3","1","1","8/31/12",2012-08-31,2012,8,"2012 8","305 E ST NE"
"15882","305 E ST NE",20002,759000,8e+05,"3","1","1","6/25/14",2014-06-25,2014,6,"2014 6","305 E ST NE"
"15883","305 KENTUCKY AVE SE",20003,487500,480000,"3","2","0","3/26/12",2012-03-26,2012,3,"2012 3","305 KENTUCKY AVE SE"
"15884","305 T ST NW #A",20001,640000,640000,"3","3","1","1/28/14",2014-01-28,2014,1,"2014 1","305 T ST NW"
"15885","305 TAYLOR ST NW",20011,415000,445000,"3","2","1","3/13/14",2014-03-13,2014,3,"2014 3","305 TAYLOR ST NW"
"15886","305 TENNESSEE AVE NE",20002,649000,650000,"3","2","0","6/24/13",2013-06-24,2013,6,"2013 6","305 TENNESSEE AVE NE"
"15887","305 V ST NE",20002,210000,195000,"3","1","0","6/17/11",2011-06-17,2011,6,"2011 6","305 V ST NE"
"15888","305 V ST NE",20002,475000,465000,"3","3","0","11/8/13",2013-11-08,2013,11,"2013 11","305 V ST NE"
"15889","305 WHITTIER ST NW #102",20012,244500,250000,"1","1","0","3/14/14",2014-03-14,2014,3,"2014 3","305 WHITTIER ST NW"
"15890","305 WHITTIER ST NW #301",20012,260000,260000,"1","1","0","11/26/14",2014-11-26,2014,11,"2014 11","305 WHITTIER ST NW"
"15891","3050 MONROE ST NE",20018,399999,280000,"3","2","1","7/21/15",2015-07-21,2015,7,"2015 7","3050 MONROE ST NE"
"15892","3050 P ST NW",20007,1795000,1500000,"3","3","0","2/18/14",2014-02-18,2014,2,"2014 2","3050 P ST NW"
