listing_id,date
6911905,2015-07-26
6911905,2015-07-27
6911905,2015-07-30
6911905,2015-07-31
6911905,2015-08-17
6911905,2015-09-19
6911905,2015-09-24
6911905,2015-09-26
6911905,2015-09-28
6911905,2015-10-05
6911905,2015-10-07
6911905,2015-10-10
6911905,2015-10-12
6911905,2015-10-16
6911905,2015-10-19
6911905,2015-10-20
6911905,2015-10-21
6911905,2015-10-22
6911905,2015-10-31
6911905,2015-11-04
6911905,2015-11-05
6911905,2015-11-06
6911905,2015-11-11
6911905,2015-11-14
6911905,2016-03-10
6911905,2016-03-23
6911905,2016-03-26
6911905,2016-03-27
825969,2015-09-26
825969,2015-09-28
825969,2015-10-12
825969,2016-07-05
825969,2016-07-08
825969,2016-07-12
825969,2016-07-17
825969,2017-01-20
825969,2017-04-05
17679385,2017-03-26
16041331,2017-01-22
16041331,2017-01-24
16041331,2017-02-07
16041331,2017-02-12
16041331,2017-02-19
16041331,2017-03-07
16041331,2017-03-15
16041331,2017-03-21
16041331,2017-03-24
16041331,2017-03-31
16041331,2017-04-07
16041331,2017-04-10
16041331,2017-04-16
16041331,2017-04-22
8616083,2016-04-06
8616083,2016-05-22
8616083,2016-06-08
8616083,2016-06-16
8616083,2016-07-02
8616083,2016-07-03
8616083,2016-07-05
8616083,2016-07-08
8616083,2016-07-10
8616083,2016-07-19
8616083,2016-09-15
8616083,2016-09-23
8616083,2016-09-25
8616083,2017-01-22
8616083,2017-03-26
8616083,2017-04-02
8616083,2017-04-07
8616083,2017-04-09
8616083,2017-04-22
8616083,2017-05-04
14065174,2017-01-22
14065174,2017-03-19
13915106,2016-07-14
13915106,2016-07-18
13915106,2016-07-31
13915106,2016-08-06
13915106,2016-08-19
13915106,2016-08-20
13915106,2016-09-04
13915106,2016-09-14
13915106,2016-09-15
13915106,2016-09-18
13915106,2016-09-20
13915106,2016-09-29
13915106,2016-10-01
13915106,2016-10-04
13915106,2016-10-07
13915106,2016-10-11
13915106,2016-10-15
13915106,2016-10-18
13915106,2016-10-30
13915106,2016-11-01
13915106,2016-11-05
13915106,2016-11-06
13915106,2016-11-09
13915106,2016-11-10
13915106,2016-11-13
13915106,2016-11-20
13915106,2016-11-24
13915106,2016-11-28
13915106,2016-12-02
13915106,2016-12-03
13915106,2016-12-05
13915106,2016-12-09
13915106,2016-12-12
13915106,2016-12-16
13915106,2016-12-20
13915106,2016-12-28
13915106,2017-01-02
13915106,2017-01-13
13915106,2017-01-20
13915106,2017-01-22
13915106,2017-02-03
13915106,2017-02-05
13915106,2017-02-09
13915106,2017-02-12
13915106,2017-02-16
13915106,2017-02-20
13915106,2017-02-24
13915106,2017-02-26
13915106,2017-03-02
13915106,2017-03-05
13915106,2017-03-08
13915106,2017-03-11
13915106,2017-03-16
13915106,2017-03-18
13915106,2017-03-19
13915106,2017-03-22
13915106,2017-03-26
13915106,2017-03-28
13915106,2017-04-02
13915106,2017-04-04
13915106,2017-04-10
13915106,2017-04-14
13915106,2017-04-15
13915106,2017-04-18
13915106,2017-04-19
13915106,2017-04-26
13915106,2017-04-28
13915106,2017-04-30
13915106,2017-05-05
10033854,2015-12-27
