ID,Address,Match,MatchDetail,AddressMatch,Long,Lat,LR
357,"3037 VISTA ST NE, Washington, DC, 20018",Match,Exact,"3037 Vista St NE, WASHINGTON, DC, 20018","-76.96395,38.9296",76229512,R
358,"304 12TH ST NE, Washington, DC, 20002",Match,Exact,"304 12th St NE, WASHINGTON, DC, 20002","-76.99026,38.89368",76230303,L
359,"3040 CLINTON ST NE, Washington, DC, 20018",Match,Exact,"3040 Clinton St NE, WASHINGTON, DC, 20018","-76.96452,38.93147",76229479,L
360,"3043 P ST NW, Washington, DC, 20007",Match,Exact,"3043 P St NW, WASHINGTON, DC, 20007","-77.06072,38.909313",76224963,R
361,"3048 VISTA ST NE, Washington, DC, 20018",Match,Exact,"3048 Vista St NE, WASHINGTON, DC, 20018","-76.963715,38.929836",76229512,L
362,"3049 CLINTON ST NE, Washington, DC, 20018",Match,Exact,"3049 Clinton St NE, WASHINGTON, DC, 20018","-76.96447,38.931507",76229479,R
363,"305 E ST NE, Washington, DC, 20002",Match,Exact,"305 E St NE, WASHINGTON, DC, 20002","-77.001816,38.896107",76229845,R
364,"3053 Q ST NW, Washington, DC, 20007",Match,Exact,"3053 Q St NW, WASHINGTON, DC, 20007","-77.06068,38.910503",76224954,R
365,"309 SEATON PL NE, Washington, DC, 20002",Match,Exact,"309 Seaton Pl NE, WASHINGTON, DC, 20002","-77.001854,38.91481",76228649,R
366,"31 T ST NW, Washington, DC, 20001",Match,Exact,"31 T St NW, WASHINGTON, DC, 20001","-77.01006,38.915577",76224683,R
367,"310 16TH ST NE, Washington, DC, 20002",Match,Exact,"310 16th St NE, WASHINGTON, DC, 20002","-76.98223,38.89353",76230448,L
368,"3102 P ST NW, Washington, DC, 20007",Match,Exact,"3102 P St NW, WASHINGTON, DC, 20007","-77.06158,38.90927",76224894,L
369,"3103 OLIVER ST NW, Washington, DC, 20015",Match,Exact,"3103 Oliver St NW, WASHINGTON, DC, 20015","-77.06147,38.966732",76219330,R
370,"3106 N ST NW, Washington, DC, 20007",Match,Exact,"3106 N St NW, WASHINGTON, DC, 20007","-77.06141,38.9068",76224974,L
371,"3108 16TH ST NW, Washington, DC, 20010",Match,Exact,"3108 16th St NW, WASHINGTON, DC, 20010","-77.03649,38.9289",76222909,L
372,"3109 17TH ST NE, Washington, DC, 20018",Match,Exact,"3109 17th St NE, WASHINGTON, DC, 20018","-76.980896,38.929626",76228866,R
373,"311 16TH ST SE, Washington, DC, 20003",Match,Exact,"311 16th St SE, WASHINGTON, DC, 20003","-76.98223,38.885178",76230938,R
374,"3117 E ST SE, Washington, DC, 20019",Match,Exact,"3117 E St SE, WASHINGTON, DC, 20019","-76.9624,38.882828",76231905,R
375,"312 BRYANT ST NE, Washington, DC, 20002",Match,Exact,"312 Bryant St NE, WASHINGTON, DC, 20002","-77.0018,38.921314",76228591,L
376,"3121 18TH ST NE, Washington, DC, 20018",Match,Exact,"3121 18th St NE, WASHINGTON, DC, 20018","-76.979294,38.929234",76228882,R
377,"3126 PENNSYLVANIA AVE SE, Washington, DC, 20020",Match,Exact,"3126 Pennsylvania Ave SE, WASHINGTON, DC, 20020","-76.962135,38.87002",76232040,L
378,"3127 DUMBARTON ST NW, Washington, DC, 20007",Match,Non_Exact,"3127 Dumbarton Ave NW, WASHINGTON, DC, 20007","-77.061874,38.907646",76224904,R
379,"3136 17TH ST NW, Washington, DC, 20010",Match,Exact,"3136 17th St NW, WASHINGTON, DC, 20010","-77.03887,38.930218",76222892,L
380,"3141 O ST NW, Washington, DC, 20007",Match,Exact,"3141 O St NW, WASHINGTON, DC, 20007","-77.06235,38.90846",76224969,R
381,"316 KENTUCKY AVE SE, Washington, DC, 20003",Match,Exact,"316 Kentucky Ave SE, WASHINGTON, DC, 20003","-76.98633,38.885117",76230858,L
382,"317 MADISON ST NW, Washington, DC, 20011",Match,Exact,"317 Madison St NW, WASHINGTON, DC, 20011","-77.01709,38.95875",76240121,R
383,"317 TODD PL NE, Washington, DC, 20002",Match,Exact,"317 Todd Pl NE, WASHINGTON, DC, 20002","-77.00175,38.916267",76228638,R
384,"318 16TH ST SE, Washington, DC, 20003",Match,Exact,"318 16th St SE, WASHINGTON, DC, 20003","-76.9822,38.885086",76230938,L
385,"320 MISSOURI AVE NW, Washington, DC, 20011",Match,Exact,"320 Missouri Ave NW, WASHINGTON, DC, 20011","-77.017,38.95736",76241473,L
386,"3200 GAINESVILLE ST SE, Washington, DC, 20020",Match,Exact,"3200 Gainesville St SE, WASHINGTON, DC, 20020","-76.96144,38.855404",76232922,L
387,"3200 HIGHLAND PL NW, Washington, DC, 20008",Match,Exact,"3200 Highland Pl NW, WASHINGTON, DC, 20008","-77.06348,38.93555",76221107,L
388,"3206 PARK PL NW, Washington, DC, 20010",Match,Exact,"3206 Park Pl NW, WASHINGTON, DC, 20010","-77.01832,38.930653",76224172,L
389,"321 U ST NE, Washington, DC, 20002",Match,Exact,"321 U St NE, WASHINGTON, DC, 20002","-77.00169,38.91698",76228636,R
390,"3211 5TH ST SE, Washington, DC, 20032",Match,Exact,"3211 5th St SE, WASHINGTON, DC, 20032","-76.999535,38.84289",76232272,R
391,"3212 STEPHENSON PL NW, Washington, DC, 20015",Match,Exact,"3212 Stephenson Pl NW, WASHINGTON, DC, 20015","-77.06489,38.97126",76219296,L
392,"3217 WARDER ST NW, Washington, DC, 20010",Match,Exact,"3217 Warder St NW, WASHINGTON, DC, 20010","-77.01987,38.930496",76224211,R
393,"3219 CHESTNUT ST NE, Washington, DC, 20018",Match,Exact,"3219 Chestnut St NE, WASHINGTON, DC, 20018","-76.961624,38.932026",76229482,R
394,"3229 FORT LINCOLN DR NE, Washington, DC, 20018",Match,Exact,"3229 Fort Lincoln Dr NE, WASHINGTON, DC, 20018","-76.95596,38.921707",624367300,L
395,"323 ELM ST NW, Washington, DC, 20001",Match,Exact,"323 Elm St NW, WASHINGTON, DC, 20001","-77.016365,38.91748",76224443,R
396,"3234 WARDER ST NW, Washington, DC, 20010",Match,Exact,"3234 Warder St NW, WASHINGTON, DC, 20010","-77.019936,38.930645",76224211,L
397,"324 16TH ST SE, Washington, DC, 20003",Match,Exact,"324 16th St SE, WASHINGTON, DC, 20003","-76.9822,38.885017",76230938,L
398,"3247 P ST NW, Washington, DC, 20007",Match,Exact,"3247 P St NW, WASHINGTON, DC, 20007","-77.06466,38.908836",76224875,R
399,"326 TENNESSEE AVE NE, Washington, DC, 20002",Match,Exact,"326 Tennessee Ave NE, WASHINGTON, DC, 20002","-76.986534,38.894287",76230343,L
400,"328 12TH ST SE, Washington, DC, 20003",Match,Exact,"328 12th St SE, WASHINGTON, DC, 20003","-76.99023,38.88503",76230831,L
401,"328 SHEPHERD ST NW, Washington, DC, 20011",Match,Exact,"328 Shepherd St NW, WASHINGTON, DC, 20011","-77.01628,38.939983",76223948,L
402,"33 LONGFELLOW ST NW, Washington, DC, 20011",Match,Exact,"33 Longfellow St NW, WASHINGTON, DC, 20011","-77.00993,38.957676",76223752,R
403,"33 S ST NW, Washington, DC, 20001",Match,Exact,"33 S St NW, WASHINGTON, DC, 20001","-77.01012,38.914093",76224655,R
404,"33 W ST NW, Washington, DC, 20001",Match,Exact,"33 W St NW, WASHINGTON, DC, 20001","-77.01011,38.919186",76224674,R
405,"330 36TH ST NE, Washington, DC, 20019",Match,Exact,"330 36th St NE, WASHINGTON, DC, 20019","-76.95485,38.893883",76231535,L
406,"3306 PORTER ST NW, Washington, DC, 20008",Match,Exact,"3306 Porter St NW, WASHINGTON, DC, 20008","-77.06502,38.937134",76221103,L
407,"3308 MCKINLEY ST NW, Washington, DC, 20015",Match,Exact,"3308 McKinley St NW, WASHINGTON, DC, 20015","-77.06658,38.964893",76219310,L
408,"331 18TH PL NE, Washington, DC, 20002",Match,Exact,"331 18th Pl NE, WASHINGTON, DC, 20002","-76.97811,38.893784",76231335,R
409,"3310 N ST NW, Washington, DC, 20007",Match,Exact,"3310 N St NW, WASHINGTON, DC, 20007","-77.06632,38.906784",76224871,L
410,"3310 P ST NW, Washington, DC, 20007",Match,Exact,"3310 P St NW, WASHINGTON, DC, 20007","-77.06643,38.908768",76224873,L
411,"3312 NEWARK ST NW, Washington, DC, 20008",Match,Exact,"3312 Newark St NW, WASHINGTON, DC, 20008","-77.06506,38.934635",76221093,L
412,"3315 12TH ST SE, Washington, DC, 20032",Match,Exact,"3315 12th St SE, WASHINGTON, DC, 20032","-76.9903,38.84266",76232501,R
413,"3318 BLAINE ST NE, Washington, DC, 20019",Match,Exact,"3318 Blaine St NE, WASHINGTON, DC, 20019","-76.959595,38.892014",76231495,L
414,"3325 PROSPECT ST NW, Washington, DC, 20007",Match,Exact,"3325 Prospect St NW, WASHINGTON, DC, 20007","-77.06682,38.905956",76224879,R
415,"339 18TH ST NE, Washington, DC, 20002",Match,Exact,"339 18th St NE, WASHINGTON, DC, 20002","-76.97897,38.89389",76230478,R
416,"3400 MCKINLEY ST NW, Washington, DC, 20015",Match,Exact,"3400 McKinley St NW, WASHINGTON, DC, 20015","-77.068115,38.96489",76219225,L
417,"3404 22ND ST NE, Washington, DC, 20018",Match,Exact,"3404 22nd St NE, WASHINGTON, DC, 20018","-76.9742,38.932217",76229152,L
418,"3417 MOUNT PLEASANT ST NW, Washington, DC, 20010",Match,Exact,"3417 Mount Pleasant St NW, WASHINGTON, DC, 20010","-77.03993,38.934433",76222811,R
419,"3463 23RD ST SE, Washington, DC, 20020",Match,Exact,"3463 23rd St SE, WASHINGTON, DC, 20020","-76.97164,38.84604",76232812,R
420,"3465 23RD ST SE, Washington, DC, 20020",Match,Exact,"3465 23rd St SE, WASHINGTON, DC, 20020","-76.97164,38.845974",76232812,R
421,"347 KENTUCKY AVE SE, Washington, DC, 20003",Match,Exact,"347 Kentucky Ave SE, WASHINGTON, DC, 20003","-76.98608,38.884758",76230858,R
422,"35 SEATON PL NW, Washington, DC, 20001",Match,Exact,"35 Seaton Pl NW, WASHINGTON, DC, 20001","-77.01026,38.914837",76237772,R
423,"3509 17TH ST NE, Washington, DC, 20018",Match,Exact,"3509 17th St NE, WASHINGTON, DC, 20018","-76.98117,38.933155",76228817,R
424,"3511 ALBEMARLE ST NW, Washington, DC, 20008",Match,Exact,"3511 Albemarle St NW, WASHINGTON, DC, 20008","-77.06732,38.94791",76220546,R
425,"3525 NEW HAMPSHIRE AVE NW, Washington, DC, 20010",Match,Exact,"3525 New Hampshire Ave NW, WASHINGTON, DC, 20010","-77.02632,38.933582",76224076,R
426,"3530 WHITEHAVEN PKWY NW, Washington, DC, 20007",Match,Exact,"3530 Whitehaven Pkwy NW, WASHINGTON, DC, 20007","-77.07076,38.916504",76221068,L
427,"3535 HERTFORD PL NW, Washington, DC, 20010",Match,Exact,"3535 Hertford Pl NW, WASHINGTON, DC, 20010","-77.03592,38.935303",76222928,R
428,"3540 WINFIELD LN NW, Washington, DC, 20007",Match,Exact,"3540 Winfield Ln NW, WASHINGTON, DC, 20007","-77.06997,38.91183",76236041,R
429,"3543 HERTFORD PL NW, Washington, DC, 20010",Match,Exact,"3543 Hertford Pl NW, WASHINGTON, DC, 20010","-77.035866,38.935394",76222928,R
430,"36 18TH ST SE, Washington, DC, 20003",Match,Exact,"36 18th St SE, WASHINGTON, DC, 20003","-76.97897,38.889385",76230527,L
431,"3610 MACOMB ST NW, Washington, DC, 20016",Match,Exact,"3610 Macomb St NW, WASHINGTON, DC, 20016","-77.0711,38.93347",76220875,L
432,"3615 11TH ST NW, Washington, DC, 20010",Match,Exact,"3615 11th St NW, WASHINGTON, DC, 20010","-77.02848,38.93482",76224032,R
433,"3615 MARTIN LUTHER KING JR AVE SE, Washington, DC, 20032",No_Match,,,-77.0079067,38.839078,
434,"3631 TILDEN ST NW, Washington, DC, 20008",Match,Exact,"3631 Tilden St NW, WASHINGTON, DC, 20008","-77.07128,38.94126",76220562,R
435,"3633 WINFIELD LN NW, Washington, DC, 20007",Match,Exact,"3633 Winfield Ln NW, WASHINGTON, DC, 20007","-77.071846,38.911808",76236041,L
436,"3642 PARK PL NW, Washington, DC, 20010",Match,Exact,"3642 Park Pl NW, WASHINGTON, DC, 20010","-77.019226,38.935703",76224156,L
437,"3661 13TH ST NW, Washington, DC, 20010",Match,Exact,"3661 13th St NW, WASHINGTON, DC, 20010","-77.02971,38.9356",76224030,R
438,"3703 CARPENTER ST SE, Washington, DC, 20020",Match,Exact,"3703 Carpenter St SE, WASHINGTON, DC, 20020","-76.95222,38.87004",76233720,R
439,"3709 26TH ST NE, Washington, DC, 20018",Match,Exact,"3709 26th St NE, WASHINGTON, DC, 20018","-76.97012,38.93522",76229219,R
440,"3721 18TH ST NE, Washington, DC, 20018",Match,Exact,"3721 18th St NE, WASHINGTON, DC, 20018","-76.9798,38.935623",76228813,R
441,"38 MILMARSON PL NW, Washington, DC, 20011",Match,Exact,"38 Milmarson Pl NW, WASHINGTON, DC, 20011","-77.01004,38.95943",76223748,L
442,"3806 MILITARY RD NW, Washington, DC, 20015",Match,Exact,"3806 Military Rd NW, WASHINGTON, DC, 20015","-77.07486,38.961006",76220253,L
443,"3809 7TH ST NW, Washington, DC, 20011",Match,Exact,"3809 7th St NW, WASHINGTON, DC, 20011","-77.0214,38.93783",76223660,R
444,"3812 25TH PL NE, Washington, DC, 20018",Match,Exact,"3812 25th Pl NE, WASHINGTON, DC, 20018","-76.97117,38.936348",76229114,L
445,"3816 MILITARY RD NW, Washington, DC, 20015",Match,Exact,"3816 Military Rd NW, WASHINGTON, DC, 20015","-77.075096,38.961006",76220253,L
446,"3817 KANSAS AVE NW, Washington, DC, 20011",Match,Exact,"3817 Kansas Ave NW, WASHINGTON, DC, 20011","-77.02892,38.93781",76223514,R
447,"3831 GARFIELD ST NW, Washington, DC, 20007",Match,Exact,"3831 Garfield St NW, WASHINGTON, DC, 20007","-77.07601,38.927544",76220842,R
448,"3905 17TH PL NE, Washington, DC, 20018",Match,Exact,"3905 17th Pl NE, WASHINGTON, DC, 20018","-76.98074,38.93744",76228414,R
449,"3905 20TH ST NE, Washington, DC, 20018",Match,Exact,"3905 20th St NE, WASHINGTON, DC, 20018","-76.976204,38.93733",76229077,R
450,"3908 Q ST SE, Washington, DC, 20020",Match,Exact,"3908 Q St SE, WASHINGTON, DC, 20020","-76.94718,38.868256",76233734,L
451,"3916 13TH ST NW, Washington, DC, 20011",Match,Exact,"3916 13th St NW, WASHINGTON, DC, 20011","-77.029724,38.93889",76223510,L
452,"400 G ST NE, Washington, DC, 20002",Match,Exact,"400 G St NE, WASHINGTON, DC, 20002","-77.00053,38.898926",76229835,L
453,"4010 VEAZEY ST NW, Washington, DC, 20016",Match,Exact,"4010 Veazey St NW, WASHINGTON, DC, 20016","-77.0788,38.94397",76220487,L
454,"4015 NEW HAMPSHIRE AVE NW, Washington, DC, 20011",Match,Exact,"4015 New Hampshire Ave NW, WASHINGTON, DC, 20011","-77.021385,38.940113",632611556,R
455,"4024 2ND ST SW, Washington, DC, 20032",Match,Exact,"4024 2nd St SW, WASHINGTON, DC, 20032","-77.01238,38.831596",76227799,L
456,"4025 D ST SE, Washington, DC, 20019",Match,Exact,"4025 D St SE, WASHINGTON, DC, 20019","-76.94693,38.884884",76233650,R
457,"4028 24TH ST NE, Washington, DC, 20018",Match,Exact,"4028 24th St NE, WASHINGTON, DC, 20018","-76.97218,38.93882",76229105,L
458,"403 R ST NW, Washington, DC, 20001",Match,Exact,"403 R St NW, WASHINGTON, DC, 20001","-77.01635,38.912617",76224475,R
459,"407 DELAFIELD PL NW, Washington, DC, 20011",Match,Exact,"407 Delafield Pl NW, WASHINGTON, DC, 20011","-77.01769,38.94928",76223600,R
460,"407 KENTUCKY AVE SE, Washington, DC, 20003",Match,Exact,"407 Kentucky Ave SE, WASHINGTON, DC, 20003","-76.98542,38.883965",76230865,R
461,"408 QUACKENBOS ST NE, Washington, DC, 20011",Match,Exact,"408 Quackenbos St NE, WASHINGTON, DC, 20011","-77.00129,38.96378",76227979,L
462,"410 E ST SE, Washington, DC, 20003",Match,Exact,"410 E St SE, WASHINGTON, DC, 20003","-77.000435,38.882744",620616790,L
463,"4100 5TH ST NW, Washington, DC, 20011",Match,Exact,"4100 5th St NW, WASHINGTON, DC, 20011","-77.01917,38.941036",76223674,L
464,"4103 13TH ST NE, Washington, DC, 20017",Match,Exact,"4103 13th St NE, WASHINGTON, DC, 20017","-76.98828,38.939728",76228337,R
465,"4105 12TH ST NE, Washington, DC, 20017",Match,Exact,"4105 12th St NE, WASHINGTON, DC, 20017","-76.99022,38.940216",76228321,R
466,"411 M ST NW, Washington, DC, 20001",Match,Exact,"411 M St NW, WASHINGTON, DC, 20001","-77.01656,38.905655",76226269,R
467,"4121 STANLEY ST SE, Washington, DC, 20019",Match,Exact,"4121 Stanley St SE, WASHINGTON, DC, 20019","-76.938034,38.871964",76233934,R
468,"413 FARRAGUT ST NW, Washington, DC, 20011",Match,Exact,"413 Farragut St NW, WASHINGTON, DC, 20011","-77.01781,38.951088",76223421,R
469,"4131 18TH ST NE, Washington, DC, 20018",Match,Exact,"4131 18th St NE, WASHINGTON, DC, 20018","-76.98013,38.93995",76228415,R
470,"4142 22ND ST NE, Washington, DC, 20018",Match,Exact,"4142 22nd St NE, WASHINGTON, DC, 20018","-76.97419,38.940243",76229094,L
471,"415 UPSHUR ST NW, Washington, DC, 20011",Match,Exact,"415 Upshur St NW, WASHINGTON, DC, 20011","-77.01813,38.942097",76223683,R
472,"417 UPSHUR ST NW, Washington, DC, 20011",Match,Exact,"417 Upshur St NW, WASHINGTON, DC, 20011","-77.01826,38.942093",76223683,R
473,"418 ELM ST NW, Washington, DC, 20001",Match,Exact,"418 Elm St NW, WASHINGTON, DC, 20001","-77.01782,38.917313",76224441,L
474,"4201 4TH ST NW, Washington, DC, 20011",Match,Exact,"4201 4th St NW, WASHINGTON, DC, 20011","-77.01711,38.942165",76223679,R
475,"4203 12TH ST NE, Washington, DC, 20017",Match,Exact,"4203 12th St NE, WASHINGTON, DC, 20017","-76.99022,38.94091",76228309,R
476,"4204 13TH PL NE, Washington, DC, 20017",Match,Exact,"4204 13th Pl NE, WASHINGTON, DC, 20017","-76.98716,38.940914",76228350,L
477,"4209 ILLINOIS AVE NW, Washington, DC, 20011",Match,Exact,"4209 Illinois Ave NW, WASHINGTON, DC, 20011","-77.01862,38.942146",76223671,R
478,"421 11TH ST NE, Washington, DC, 20002",Match,Exact,"421 11th St NE, WASHINGTON, DC, 20002","-76.991516,38.895096",76230295,R
479,"4222 MATHEWSON DR NW, Washington, DC, 20011",Match,Exact,"4222 Mathewson Dr NW, WASHINGTON, DC, 20011","-77.04434,38.941547",76222223,L
480,"4227 FORT DUPONT TER SE, Washington, DC, 20020",Match,Exact,"4227 Fort Dupont Ter SE, WASHINGTON, DC, 20020","-76.9418,38.86853",76233786,L
481,"4245 NASH ST NE, Washington, DC, 20019",Match,Exact,"4245 Nash St NE, WASHINGTON, DC, 20019","-76.941925,38.9072",76233015,R
482,"425 15TH ST SE, Washington, DC, 20003",Match,Exact,"425 15th St SE, WASHINGTON, DC, 20003","-76.98367,38.88376",76230934,R
483,"425 20TH ST NE, Washington, DC, 20002",Match,Exact,"425 20th St NE, WASHINGTON, DC, 20002","-76.976204,38.895138",76231344,R
484,"425 MARIETTA PL NW, Washington, DC, 20011",Match,Exact,"425 Marietta Pl NW, WASHINGTON, DC, 20011","-77.01854,38.959465",76223369,R
485,"4254 BROOKS ST NE, Washington, DC, 20019",Match,Exact,"4254 Brooks St NE, WASHINGTON, DC, 20019","-76.9416,38.893753",76233178,L
486,"429 INGRAHAM ST NW, Washington, DC, 20011",Match,Exact,"429 Ingraham St NW, WASHINGTON, DC, 20011","-77.01835,38.954365",76223410,R
487,"429 MANOR PL NW, Washington, DC, 20010",Match,Exact,"429 Manor Pl NW, WASHINGTON, DC, 20010","-77.01951,38.933464",76224161,R
488,"429 RITTENHOUSE ST NW, Washington, DC, 20011",Match,Exact,"429 Rittenhouse St NW, WASHINGTON, DC, 20011","-77.01861,38.964966",76221997,R
489,"43 SHERIDAN ST NE, Washington, DC, 20011",Match,Exact,"43 Sheridan St NE, WASHINGTON, DC, 20011","-77.00723,38.966404",76227959,R
490,"43 UNDERWOOD ST NW, Washington, DC, 20012",Match,Exact,"43 Underwood St NW, WASHINGTON, DC, 20012","-77.00962,38.96823",76222087,R
491,"4306 HAYES ST NE, Washington, DC, 20019",Match,Exact,"4306 Hayes St NE, WASHINGTON, DC, 20019","-76.94047,38.899746",76233280,L
492,"4307 3RD ST NW, Washington, DC, 20011",Match,Exact,"4307 3rd St NW, WASHINGTON, DC, 20011","-77.01544,38.943348",76223924,R
493,"4317 12TH ST NE, Washington, DC, 20017",Match,Exact,"4317 12th St NE, WASHINGTON, DC, 20017","-76.99022,38.942635",76228302,R
494,"432 RANDOLPH ST NW, Washington, DC, 20011",Match,Exact,"432 Randolph St NW, WASHINGTON, DC, 20011","-77.0174,38.938877",76223693,L
495,"4325 20TH ST NE, Washington, DC, 20018",Match,Exact,"4325 20th St NE, WASHINGTON, DC, 20018","-76.976204,38.94207",76229055,R
496,"4327 POLK ST NE, Washington, DC, 20019",Match,Exact,"4327 Polk St NE, WASHINGTON, DC, 20019","-76.94146,38.909603",76233006,R
497,"4336 G ST SE, Washington, DC, 20019",Match,Exact,"4336 G St SE, WASHINGTON, DC, 20019","-76.94173,38.880543",76233681,L
498,"4343 F ST SE, Washington, DC, 20019",Match,Exact,"4343 F St SE, WASHINGTON, DC, 20019","-76.94182,38.881756",76233687,R
499,"4348 BLAGDEN AVE NW, Washington, DC, 20011",Match,Exact,"4348 Blagden Ave NW, WASHINGTON, DC, 20011","-77.043205,38.944885",76222207,L
500,"440 N ST NW, Washington, DC, 20001",Match,Exact,"440 N St NW, WASHINGTON, DC, 20001","-77.01733,38.907223",76226476,L
501,"4403 POLK ST NE, Washington, DC, 20019",Match,Exact,"4403 Polk St NE, WASHINGTON, DC, 20019","-76.94023,38.909607",76233211,R
502,"4414 14TH ST NW, Washington, DC, 20011",Match,Exact,"4414 14th St NW, WASHINGTON, DC, 20011","-77.032745,38.944187",76222460,L
503,"4416 EDMUNDS ST NW, Washington, DC, 20007",Match,Exact,"4416 Edmunds St NW, WASHINGTON, DC, 20007","-77.086685,38.925564",76220111,L
504,"4423 TEXAS AVE SE, Washington, DC, 20019",Match,Exact,"4423 Texas Ave SE, WASHINGTON, DC, 20019","-76.94134,38.883778",76233677,R
505,"4425 KANE PL NE, Washington, DC, 20019",Match,Exact,"4425 Kane Pl NE, WASHINGTON, DC, 20019","-76.93985,38.90354",76235113,L
506,"445 15TH ST NE, Washington, DC, 20002",Match,Exact,"445 15th St NE, WASHINGTON, DC, 20002","-76.98363,38.89614",76230422,R
507,"445 JEFFERSON ST NW, Washington, DC, 20011",Match,Exact,"445 Jefferson St NW, WASHINGTON, DC, 20011","-77.01871,38.955425",76223407,R
508,"4450 DEXTER ST NW, Washington, DC, 20007",Match,Exact,"4450 Dexter St NW, WASHINGTON, DC, 20007","-77.087074,38.924446",76220178,L
509,"448 20TH ST NE, Washington, DC, 20002",Match,Exact,"448 20th St NE, WASHINGTON, DC, 20002","-76.97624,38.895435",76231344,L
510,"4508 LEE ST NE, Washington, DC, 20019",Match,Exact,"4508 Lee St NE, WASHINGTON, DC, 20019","-76.93712,38.904922",76235691,L
511,"4512 ARGYLE TER NW, Washington, DC, 20011",Match,Exact,"4512 Argyle Ter NW, WASHINGTON, DC, 20011","-77.04073,38.94527",76222369,L
512,"4516 8TH ST NW, Washington, DC, 20011",Match,Exact,"4516 8th St NW, WASHINGTON, DC, 20011","-77.02354,38.94555",76223497,L
513,"4516 BLAGDEN AVE NW, Washington, DC, 20011",Match,Exact,"4516 Blagden Ave NW, WASHINGTON, DC, 20011","-77.04172,38.94616",76222354,L
514,"4520 4TH ST NW, Washington, DC, 20011",Match,Exact,"4520 4th St NW, WASHINGTON, DC, 20011","-77.01733,38.94579",76223619,L
515,"4525 ARKANSAS AVE NW, Washington, DC, 20011",Match,Exact,"4525 Arkansas Ave NW, WASHINGTON, DC, 20011","-77.03157,38.945347",76222464,R
516,"4535 WESTHALL DR NW, Washington, DC, 20007",No_Match,,,-77.0860704,38.9073053,
517,"4539 WESTHALL DR NW, Washington, DC, 20007",No_Match,,,-77.0859531,38.907444,
518,"4564 ARGYLE TER NW, Washington, DC, 20011",Match,Exact,"4564 Argyle Ter NW, WASHINGTON, DC, 20011","-77.04023,38.945698",76222369,L
519,"4612 BASS PL SE, Washington, DC, 20019",Match,Exact,"4612 Bass Pl SE, WASHINGTON, DC, 20019","-76.93494,38.88711",76233520,L
520,"4616 NEW HAMPSHIRE AVE NW, Washington, DC, 20011",Match,Exact,"4616 New Hampshire Ave NW, WASHINGTON, DC, 20011","-77.01654,38.946796",620616797,L
521,"4624 9TH ST NW, Washington, DC, 20011",Match,Exact,"4624 9th St NW, WASHINGTON, DC, 20011","-77.02531,38.94645",76223487,L
522,"4625 12TH ST NE, Washington, DC, 20017",No_Match,,,-76.9921297,38.9459371,
523,"4626 4TH ST NW, Washington, DC, 20011",Match,Exact,"4626 4th St NW, WASHINGTON, DC, 20011","-77.017365,38.946705",76223617,L
524,"4707 SARGENT RD NE, Washington, DC, 20017",Match,Exact,"4707 Sargent Rd NE, WASHINGTON, DC, 20017","-76.98909,38.947083",76228277,R
525,"4715 BASS PL SE, Washington, DC, 20019",Match,Exact,"4715 Bass Pl SE, WASHINGTON, DC, 20019","-76.934685,38.886963",76233523,R
526,"4723 4TH ST NW, Washington, DC, 20011",Match,Exact,"4723 4th St NW, WASHINGTON, DC, 20011","-77.01738,38.94774",76223604,R
527,"4754 6TH PL NE, Washington, DC, 20017",Tie,,,-77.0000837,38.9466612,
528,"4807 B ST SE, Washington, DC, 20019",Match,Exact,"4807 B St SE, WASHINGTON, DC, 20019","-76.933685,38.887268",76233521,R
529,"4808 7TH ST NW, Washington, DC, 20011",Match,Exact,"4808 7th St NW, WASHINGTON, DC, 20011","-77.02197,38.94873",76223562,L
530,"4808 ILLINOIS AVE NW, Washington, DC, 20011",Match,Exact,"4808 Illinois Ave NW, WASHINGTON, DC, 20011","-77.02267,38.948555",76223553,L
531,"4860 QUEENS CHAPEL TER NE, Washington, DC, 20017",Match,Exact,"4860 Queens Chapel Ter NE, WASHINGTON, DC, 20017","-76.982185,38.94818",76228373,L
532,"4905 9TH ST NW, Washington, DC, 20011",Match,Exact,"4905 9th St NW, WASHINGTON, DC, 20011","-77.02544,38.94987",76223469,R
533,"4912 MINNESOTA AVE NE, Washington, DC, 20019",Match,Exact,"4912 Minnesota Ave NE, WASHINGTON, DC, 20019","-76.93237,38.909386",76233322,L
534,"4917 FITCH PL NE, Washington, DC, 20019",Match,Exact,"4917 Fitch Pl NE, WASHINGTON, DC, 20019","-76.931984,38.896263",76233550,R
535,"4922 7TH ST NW, Washington, DC, 20011",Match,Exact,"4922 7th St NW, WASHINGTON, DC, 20011","-77.02204,38.950146",76223554,L
536,"4934 1ST ST NW, Washington, DC, 20011",Match,Exact,"4934 1st St NW, WASHINGTON, DC, 20011","-77.01291,38.950153",76223803,L
537,"4939 NASH ST NE, Washington, DC, 20019",Match,Exact,"4939 Nash St NE, WASHINGTON, DC, 20019","-76.93046,38.907192",76233345,R
538,"4942 11TH ST NE, Washington, DC, 20017",Match,Exact,"4942 11th St NE, WASHINGTON, DC, 20017","-76.99171,38.9494",76228180,L
539,"5 V ST NW, Washington, DC, 20001",Match,Exact,"5 V St NW, WASHINGTON, DC, 20001","-77.00936,38.91812",632575762,R
540,"5008 BLAINE ST NE, Washington, DC, 20019",Match,Exact,"5008 Blaine St NE, WASHINGTON, DC, 20019","-76.92994,38.891895",76239815,L
